EmissionID,Year,TechID,ETypeID,Value
5,2015,10,ED,3.643979610875248e-6
5,2015,40,ED,1.936807923316953e-4
5,2015,70,ED,2.608786381781099e-6
5,2015,80,ED,9.53374333679676e-6
5,2015,81,ED,8.63171646371483e-7
5,2015,90,ED,1.287258822470903e-6
5,2015,91,ED,6.51874154655729e-14
5,2015,92,ED,2.7835416119614812e-11
5,2015,100,ED,1.287258822470903e-6
5,2015,110,ED,1.287258822470903e-6
5,2015,120,ED,1.287258822470903e-6
5,2015,130,ED,9.90528842434287e-7
5,2015,140,ED,7.45320580899715e-6
5,2015,150,ED,4.952644212171436e-7
5,2015,160,ED,4.952644212171436e-7
5,2015,161,ED,8.32754138173187e-10
5,2015,162,ED,2.431341717965552e-10
5,2015,170,ED,4.952644212171436e-7
5,2015,171,ED,7.07259587012232e-7
5,2015,181,ED,4.952644212171436e-7
5,2015,190,ED,1.122747708577663e-7
5,2015,191,ED,2.724118166952394e-10
5,2015,192,ED,8.450854534203239e-11
5,2015,200,ED,5.060178175568587e-6
5,2015,210,ED,5.61373854288831e-8
5,2015,220,ED,5.61373854288831e-8
5,2015,230,ED,5.61373854288831e-8
5,2015,240,ED,5.61373854288831e-8
5,2015,245,ED,5.622387556359169e-7
5,2015,250,ED,1.378322508186102e-6
5,2015,251,ED,8.078273274004455e-7
5,2015,260,ED,6.67340570688248e-6
5,2015,265,ED,1.178867924213409e-5
5,2015,266,ED,1.308130279183387e-6
5,2015,270,ED,2.1177291963249432e-7
5,2015,280,ED,1.69418334029615e-7
5,2015,290,ED,8.038200950250026e-8
5,2015,295,ED,1.926697581075132e-8
5,2015,300,ED,7.234380790032445e-8
5,2015,305,ED,1.73402774962597e-8
5,2015,310,ED,5.92112706974148e-7
5,2015,320,ED,1.3382345112040638e-7
5,2015,321,ED,4.1306130122393383e-8
5,2015,330,ED,2.393043637275693e-7
5,2015,340,ED,1.9144347729161382e-7
5,2015,350,ED,9.117115335538991e-8
5,2015,360,ED,8.205403760075574e-8
5,2015,363,ED,6.9563685357570695e-6
5,2015,366,ED,9.275710321962831e-7
5,2015,400,ED,2.2960992704611273e-8
5,2015,401,ED,1.020026588230394e-8
5,2015,461,ED,9.660726645961409e-8
5,2015,462,ED,4.01956979185343e-8
5,2015,471,ED,1.964655716437849e-8
5,2015,472,ED,1.239471981534734e-8
5,2015,611,ED,3.92068570363335e-10
5,2015,612,ED,1.608978855074387e-10
5,2015,620,ED,1.185281034559011e-7
5,2015,621,ED,5.84461883408948e-8
5,2015,630,ED,1.8876779556274398e-5
5,2015,631,ED,1.598513626959173e-10
5,2015,632,ED,7.1880710493133e-11
5,2015,670,ED,6.8082626094110305e-9
5,2015,690,ED,6.526783294975761e-8
5,2015,700,ED,1.57838373184204e-5
5,2015,720,ED,6.51960277557373e-6
5,2015,810,ED,4.689991474151611e-6
5,2015,811,ED,9.368497412651781e-10
5,2015,850,ED,5.27623999118805e-6
5,2015,857,ED,1.71969521761639e-9
5,2015,865,ED,2.70614236593246e-7
5,2015,870,ED,0.00103516569519043
5,2015,890,ED,0.00536956787109375
5,2015,970,ED,4.08226989746094e-4
5,2015,980,ED,3.26581588745117e-4
5,2015,1040,ED,2.19809341430664e-4
5,2015,1110,ED,1.21325268992223e-9
5,2015,1131,ED,7.34664130210876e-6
5,2015,1132,ED,1.9782841491699198e-4
5,2015,1142,ED,7.02278614044189e-6
5,2015,1152,ED,5.07939453125e-4
5,2015,1153,ED,3.11405982971191e-4
5,2015,1158,ED,4.0665883636474597e-4
5,2015,1159,ED,1.73519176483154e-4
5,2015,1163,ED,1.03523502349854e-4
5,2015,1167,ED,1.89287805557251e-6
5,2015,1168,ED,1.03523502349854e-4
5,2015,1180,ED,7.6269106939435e-9
5,2015,1200,ED,2.8954923820495587e-4
5,2015,1220,ED,1.335111854076385e-4
5,2015,1221,ED,9.3452287197113e-5
5,2015,1222,ED,1.547931015491486e-5
5,2015,1301,ED,2.040052093565463e-6
5,2015,1302,ED,3.43015460297465e-7
5,2015,1410,ED,4.08596863597631e-6
5,2015,1461,ED,5.209960594773286e-6
5,2015,1464,ED,2.211613333225252e-5
5,2015,1471,ED,9.698416873812679e-6
5,2015,1472,ED,1.6064220573753119e-6
5,2015,1480,ED,8.760056309401989e-7
5,2015,1510,ED,3.784790444187828e-7
5,2015,1511,ED,6.363767065340651e-8
5,2015,1520,ED,2.9140608215332057e-4
5,2015,1530,ED,2.971439666748047e-4
5,2015,1560,ED,2.452698521614078e-4
5,2015,1570,ED,1.32076681137085e-4
5,2015,1590,ED,9.811259746551509e-5
5,2015,1592,ED,1.2637410283088692e-5
5,2015,1610,ED,8.830133676528923e-5
5,2015,1612,ED,1.353950500488281e-4
5,2015,1615,ED,6.200911235809328e-5
5,2015,1640,ED,0.001099171417236329
5,2015,1670,ED,3.105720300227411e-7
5,2015,1675,ED,4.318241996765143e-4
5,2015,1680,ED,2.473283588886262e-5
5,2015,1682,ED,2.953509138897062e-7
5,2015,1690,ED,1.49130006313324e-4
5,2015,5004,ED,5.16895732656122e-6
5,2015,5005,ED,8.56649201363325e-7
5,2015,5016,ED,7.11565330028535e-5
5,2015,5017,ED,1.179341688752174e-5
5,2015,5025,ED,4.980719470977781e-5
5,2015,5026,ED,8.2545198649168e-6
5,2015,5033,ED,1.083362184464931e-6
5,2015,5034,ED,1.8221678212285061e-7
5,2015,5043,ED,1.582597565138713e-7
5,2015,5044,ED,2.6618601084919722e-8
5,2015,5052,ED,2.0098988804966212e-7
5,2015,5053,ED,3.380562330130486e-8
5,2015,5061,ED,2.7667304351925866e-6
5,2015,5062,ED,4.6535199321806397e-7
5,2015,5070,ED,1.582597565138713e-7
5,2015,5071,ED,2.6618601084919722e-8
5,2015,5204,ED,4.136259481310841e-6
5,2015,5205,ED,6.8417054740712e-7
5,2015,5216,ED,5.693880081176753e-5
5,2015,5217,ED,9.418376058340079e-6
5,2015,5225,ED,3.985637068748477e-5
5,2015,5226,ED,6.592562079429624e-6
5,2015,5233,ED,8.60663197934628e-7
5,2015,5234,ED,1.446738988161084e-7
5,2015,5243,ED,1.257274409290404e-7
5,2015,5244,ED,2.113425965944771e-8
5,2015,5252,ED,1.596738510997966e-7
5,2015,5253,ED,2.684050929383372e-8
5,2015,5261,ED,2.1979936212301202e-6
5,2015,5262,ED,3.6947356071323163e-7
5,2015,5270,ED,1.257274409290404e-7
5,2015,5271,ED,2.113425965944771e-8
5,2015,5404,ED,1.66702532954514e-6
5,2015,5405,ED,2.7601193776354184e-7
5,2015,5416,ED,2.294848090410235e-5
5,2015,5417,ED,3.799846284091465e-6
5,2015,5425,ED,1.606323552131653e-5
5,2015,5426,ED,2.6596284285187722e-6
5,2015,5433,ED,3.53360647335649e-7
5,2015,5434,ED,5.93917788937688e-8
5,2015,5443,ED,5.16196467215196e-8
5,2015,5444,ED,8.67607237887569e-9
5,2015,5452,ED,6.55569544178433e-8
5,2015,5453,ED,1.1018611781764781e-8
5,2015,5461,ED,9.024254959076649e-7
5,2015,5462,ED,1.516769207082689e-7
5,2015,5470,ED,5.16196467215196e-8
5,2015,5471,ED,8.67607237887569e-9
5,2015,5604,ED,1.1520824898034339e-6
5,2015,5605,ED,1.908465777523815e-7
5,2015,5616,ED,1.5859970539808282e-5
5,2015,5617,ED,2.6274769380688657e-6
5,2015,5625,ED,1.1101317286491391e-5
5,2015,5626,ED,1.838985871523619e-6
5,2015,5633,ED,2.4498145002871747e-7
5,2015,5634,ED,4.11806111223995e-8
5,2015,5643,ED,3.5787391418125496e-8
5,2015,5644,ED,6.01574774918844e-9
5,2015,5652,ED,4.5449988450855e-8
5,2015,5653,ED,7.64000004710396e-9
5,2015,5661,ED,6.256427392363549e-7
5,2015,5662,ED,1.0516857076436279e-7
5,2015,5670,ED,3.5787391418125496e-8
5,2015,5671,ED,6.01574774918844e-9
5,2015,5804,ED,2.5340741556137774e-6
5,2015,5805,ED,4.189315116964275e-7
5,2015,5816,ED,3.488310533761976e-5
5,2015,5817,ED,5.766914829611777e-6
5,2015,5825,ED,2.4417969048023188e-5
5,2015,5826,ED,4.036760158836837e-6
5,2015,5833,ED,5.21027525886893e-7
5,2015,5834,ED,8.759255195036531e-8
5,2015,5843,ED,7.61127673904411e-8
5,2015,5844,ED,1.279569897451438e-8
5,2015,5852,ED,9.66632158961147e-8
5,2015,5853,ED,1.625053785392083e-8
5,2015,5861,ED,1.3306193724274628e-6
5,2015,5862,ED,2.236971016973256e-7
5,2015,5870,ED,7.61127673904411e-8
5,2015,5871,ED,1.279569897451438e-8
5,2016,10,ED,3.209620328620078e-6
5,2016,40,ED,2.117631435394284e-4
5,2016,70,ED,2.034944735467434e-6
5,2016,80,ED,9.405513450503349e-6
5,2016,81,ED,1.978816397488117e-6
5,2016,90,ED,1.0003862753510472e-6
5,2016,91,ED,6.65261001842055e-14
5,2016,92,ED,6.45610211904568e-11
5,2016,100,ED,1.0003862753510472e-6
5,2016,110,ED,1.0003862753510472e-6
5,2016,120,ED,1.0003862753510472e-6
5,2016,130,ED,7.818910963833339e-7
5,2016,140,ED,7.445303723216059e-6
5,2016,150,ED,3.909455481916658e-7
5,2016,160,ED,3.909455481916658e-7
5,2016,161,ED,8.443418391834709e-10
5,2016,162,ED,5.85109708481468e-10
5,2016,170,ED,3.909455481916658e-7
5,2016,171,ED,1.6278217770159249e-6
5,2016,181,ED,3.909455481916658e-7
5,2016,190,ED,9.613950387574731e-8
5,2016,191,ED,2.72762966233131e-10
5,2016,192,ED,2.004436159950278e-10
5,2016,200,ED,5.058269940316675e-6
5,2016,210,ED,4.806975193787374e-8
5,2016,220,ED,4.806975193787374e-8
5,2016,230,ED,4.806975193787374e-8
5,2016,240,ED,4.806975193787374e-8
5,2016,245,ED,1.32986955717206e-6
5,2016,250,ED,1.272977638989687e-6
5,2016,251,ED,1.670718140900135e-6
5,2016,260,ED,6.5878750383853936e-6
5,2016,265,ED,1.199030023813248e-5
5,2016,266,ED,2.859469980001454e-6
5,2016,270,ED,1.712505710311234e-7
5,2016,280,ED,1.370004550553858e-7
5,2016,290,ED,6.500106421299287e-8
5,2016,295,ED,1.242613984504715e-8
5,2016,300,ED,5.850095325149597e-8
5,2016,305,ED,1.118352479534224e-8
5,2016,310,ED,4.800204839557402e-7
5,2016,320,ED,1.356822014786303e-7
5,2016,321,ED,9.52647580998018e-8
5,2016,330,ED,1.940018944442272e-7
5,2016,340,ED,1.55201515648514e-7
5,2016,350,ED,7.391163706779481e-8
5,2016,360,ED,6.652047252282505e-8
5,2016,363,ED,6.902706712484361e-6
5,2016,366,ED,1.895123034715656e-6
5,2016,400,ED,2.299008335103281e-8
5,2016,401,ED,2.433707262389365e-8
5,2016,461,ED,9.556115092709661e-8
5,2016,462,ED,9.131494956091041e-8
5,2016,471,ED,1.9538275431841617e-8
5,2016,472,ED,2.9414436779916268e-8
5,2016,611,ED,3.87831518310122e-10
5,2016,612,ED,3.8033746750443295e-10
5,2016,620,ED,1.208128116559237e-7
5,2016,621,ED,1.3484862842597059e-7
5,2016,630,ED,1.58468449115753e-5
5,2016,631,ED,1.589735784364166e-10
5,2016,632,ED,1.693989725026767e-10
5,2016,670,ED,8.18417410482652e-9
5,2016,690,ED,7.729992642998699e-8
5,2016,695,ED,1.57999485963956e-9
5,2016,700,ED,1.32503559589386e-5
5,2016,720,ED,5.4731338024139405e-6
5,2016,810,ED,3.93719565868378e-6
5,2016,811,ED,1.10955498530529e-9
5,2016,812,ED,1.64490011229645e-11
5,2016,850,ED,4.42934513092041e-6
5,2016,857,ED,2.03673029318452e-9
5,2016,858,ED,1.58489619366264e-11
5,2016,865,ED,3.2050234079361e-7
5,2016,866,ED,8.44936049543321e-9
5,2016,870,ED,7.22022644042969e-4
5,2016,890,ED,0.00528324462890625
5,2016,970,ED,2.84736175537109e-4
5,2016,980,ED,2.2778894042968802e-4
5,2016,1040,ED,1.53315864562988e-4
5,2016,1110,ED,1.1992898944299701e-9
5,2016,1121,ED,3.5615424156189e-5
5,2016,1131,ED,7.2656497955322305e-6
5,2016,1132,ED,1.37984275817871e-4
5,2016,1142,ED,6.9098813533783e-6
5,2016,1143,ED,3.83902132511139e-7
5,2016,1152,ED,4.8000317001342804e-4
5,2016,1153,ED,3.01571998596191e-4
5,2016,1158,ED,3.8429291152954103e-4
5,2016,1159,ED,1.63975757598877e-4
5,2016,1163,ED,9.78297882080078e-5
5,2016,1167,ED,1.84338051080704e-6
5,2016,1168,ED,9.78297882080078e-5
5,2016,1171,ED,2.35437053442001e-6
5,2016,1180,ED,7.3860755655914505e-9
5,2016,1181,ED,3.32469714339823e-9
5,2016,1200,ED,2.5384373116493205e-4
5,2016,1220,ED,1.419986701011657e-4
5,2016,1221,ED,9.93931701183319e-5
5,2016,1222,ED,4.7590394496917694e-5
