EmissionID,Year,TechID,ED_PFix,Value,Unit
1,2015,10,M,0.026690136475,Mg
1,2015,40,M,0.953302386719,Mg
1,2015,70,M,0.024150955078,Mg
1,2015,80,M,0.16187052002,Mg
1,2015,81,M,0.014655527771000001,Mg
1,2015,90,M,0.021813448486,Mg
1,2015,91,M,9.729999999999998e-10,Mg
1,2015,92,M,4.15436e-7,Mg
1,2015,100,M,0.023006290284000003,Mg
1,2015,110,M,0.023006290284000003,Mg
1,2015,120,M,0.021855974243000002,Mg
1,2015,130,M,0.010366143982,Mg
1,2015,140,M,0.14451792626899998,Mg
1,2015,150,M,0.009792999939,Mg
1,2015,160,M,0.010304600983000001,Mg
1,2015,161,M,1.4156645999999998e-5,Mg
1,2015,162,M,4.13323e-6,Mg
1,2015,170,M,0.010304600983000001,Mg
1,2015,171,M,0.013713788177,Mg
1,2015,181,M,0.009603194931,Mg
1,2015,190,M,0.0012984622460000001,Mg
1,2015,191,M,5.7934779999999995e-6,Mg
1,2015,192,M,1.7972739999999998e-6,Mg
1,2015,200,M,0.12142707739200001,Mg
1,2015,210,M,0.001368820495,Mg
1,2015,220,M,0.0014454975250000003,Mg
1,2015,230,M,0.0014454975250000003,Mg
1,2015,240,M,0.001347106415,Mg
1,2015,245,M,0.013491819244999998,Mg
1,2015,250,M,0.002051121975,Mg
1,2015,251,M,0.008301861755,Mg
1,2015,260,M,0.068581109619,Mg
1,2015,265,M,0.109034688476,Mg
1,2015,266,M,0.012099029694,Mg
1,2015,270,M,7.57069819e-4,Mg
1,2015,280,M,7.57069819e-4,Mg
1,2015,290,M,7.977628259999999e-4,Mg
1,2015,295,M,1.72096084e-4,Mg
1,2015,300,M,7.43461241e-4,Mg
1,2015,305,M,1.60381987e-4,Mg
1,2015,310,M,6.67383107e-4,Mg
1,2015,320,M,0.002594841882,Mg
1,2015,321,M,8.00927502e-4,Mg
1,2015,330,M,6.95507341e-4,Mg
1,2015,340,M,6.82280033e-4,Mg
1,2015,350,M,7.39121356e-4,Mg
1,2015,360,M,6.88811369e-4,Mg
1,2015,363,M,0.058395978272,Mg
1,2015,366,M,0.007786594284000001,Mg
1,2015,400,M,5.50985882e-4,Mg
1,2015,401,M,2.44771759e-4,Mg
1,2015,461,M,9.92811558e-4,Mg
1,2015,462,M,4.13082305e-4,Mg
1,2015,471,M,1.6492512399999998e-4,Mg
1,2015,472,M,1.0404880100000002e-4,Mg
1,2015,611,M,3.936629e-6,Mg
1,2015,612,M,1.615522e-6,Mg
1,2015,620,M,0.001974179786,Mg
1,2015,621,M,9.73467684e-4,Mg
1,2015,630,M,0.010683759888000001,Mg
