EmissionID,Year,TechID,ETypeID,ED_PFix,Value,Unit
8,2012,70,ED,M,2.1798665349e-5,Mg
8,2012,80,ED,M,8.9984626296e-5,Mg
8,2012,90,ED,M,8.208336562e-6,Mg
8,2012,100,ED,M,3.2732843164999997e-4,Mg
8,2012,110,ED,M,8.300057563399998e-4,Mg
8,2012,120,ED,M,7.734577571800002e-5,Mg
8,2012,130,ED,M,3.7946028233999996e-5,Mg
8,2012,140,ED,M,2.0151609774e-4,Mg
8,2012,150,ED,M,1.4625943005000001e-5,Mg
8,2012,160,ED,M,4.825137362599999e-4,Mg
8,2012,161,ED,M,1.0698255000000003e-8,Mg
8,2012,170,ED,M,0.001903403805,Mg
8,2012,181,ED,M,1.6997226572e-4,Mg
8,2012,190,ED,M,5.835668237e-6,Mg
8,2012,191,ED,M,2.0053506000000003e-8,Mg
8,2012,200,ED,M,1.0965812647000001e-4,Mg
8,2012,210,ED,M,2.485326819e-6,Mg
8,2012,220,ED,M,9.654505849e-5,Mg
8,2012,230,ED,M,5.8568331621e-4,Mg
8,2012,240,ED,M,7.2762278668e-5,Mg
8,2012,250,ED,M,4.061841988200001e-5,Mg
8,2012,260,ED,M,9.707441636e-4,Mg
8,2012,261,ED,M,4.960368231e-6,Mg
8,2012,265,ED,M,9.510566444000001e-4,Mg
8,2012,270,ED,M,1.7392117649e-5,Mg
8,2012,280,ED,M,0.0011365232791999999,Mg
8,2012,290,ED,M,0.0036817154927,Mg
8,2012,291,ED,M,1.1963154778e-5,Mg
8,2012,295,ED,M,0.00452117057,Mg
8,2012,300,ED,M,7.310855016899999e-4,Mg
8,2012,302,ED,M,6.560220600000001e-8,Mg
8,2012,305,ED,M,6.9025745102e-4,Mg
8,2012,310,ED,M,8.524695514999999e-6,Mg
8,2012,320,ED,M,3.5745016110000007e-6,Mg
8,2012,330,ED,M,3.654082610999999e-6,Mg
8,2012,340,ED,M,4.7230463024999997e-4,Mg
8,2012,350,ED,M,0.0020304386638,Mg
8,2012,351,ED,M,8.705148000000001e-10,Mg
8,2012,360,ED,M,4.4404292772e-4,Mg
8,2012,361,ED,M,2.655802761e-6,Mg
8,2012,362,ED,M,1.676975e-10,Mg
8,2012,363,ED,M,7.976972513499999e-4,Mg
8,2012,400,ED,M,7.066728930000002e-7,Mg
8,2012,430,ED,M,1.0723227e-8,Mg
8,2012,431,ED,M,2.1497373169999997e-6,Mg
8,2012,442,ED,M,2.1155124221e-5,Mg
8,2012,460,ED,M,1.0682454399999999e-7,Mg
8,2012,461,ED,M,9.158487170999999e-6,Mg
8,2012,470,ED,M,4.918275e-10,Mg
8,2012,471,ED,M,3.477909208e-6,Mg
8,2012,611,ED,M,4.572783e-9,Mg
8,2012,620,ED,M,6.295155590000001e-7,Mg
8,2012,630,ED,M,7.735778808999998e-5,Mg
8,2012,631,ED,M,2.4534770999999997e-8,Mg
8,2012,640,ED,M,4.3544589279999995e-5,Mg
8,2012,660,ED,M,2.4933100000000004e-11,Mg
8,2012,670,ED,M,4.181084846999999e-5,Mg
8,2012,690,ED,M,2.0732501889999993e-6,Mg
8,2012,691,ED,M,1.40024e-10,Mg
8,2012,700,ED,M,2.6290415289999998e-5,Mg
8,2012,720,ED,M,3.0610783099999997e-6,Mg
8,2012,810,ED,M,7.2019732e-6,Mg
8,2012,811,ED,M,9.957133999999997e-9,Mg
8,2012,850,ED,M,2.794287443e-6,Mg
8,2012,852,ED,M,5.7012159000000016e-8,Mg
8,2012,865,ED,M,3.7885276800000007e-7,Mg
