EmissionID,Year,TechID,Value
1,2015,1461,0.0030291990829209
1,2015,1464,0.0440201569983003
1,2015,1471,0.23581088649190401
1,2015,1472,0.0430120086216611
1,2015,1480,6.65452441106196e-4
1,2015,1510,0.00551760043553436
1,2015,1511,0.0010838536197886799
1,2015,1520,0.045247869139164495
1,2015,1530,0.148398365180263
1,2015,1541,3.84655025451868e-4
1,2015,1542,2.04201542633956e-4
1,2015,1552,3.84655025451868e-4
1,2015,1553,2.04201542633956e-4
1,2015,1560,0.0450480747731337
1,2015,1570,0.0441825687152625
1,2015,1590,0.0424515544089683
1,2015,1592,0.00156517816846557
1,2015,1603,2.63294851679381e-4
1,2015,1610,0.0407205345572027
1,2015,1612,0.0780952413942454
1,2015,1613,6.151720677173949e-4
1,2015,1615,0.0343869922123708
1,2015,1640,0.571010367764361
1,2015,1670,1.57988861157406e-4
1,2015,1675,0.201993930664807
1,2015,1680,0.00410113254196244
1,2015,1682,1.50501962563164e-4
1,2015,1685,0.00146121685205899
1,2015,1690,0.08691893458031111
1,2015,1702,1.16760207132009e-6
1,2015,1721,8.6828312881918e-4
1,2015,1722,5.04826169553216e-4
1,2015,1732,8.6828312881918e-4
1,2015,1733,5.04826169553216e-4
1,2015,2010,5.95788098274616e-11
1,2015,2020,0.00767837649115421
1,2015,2030,0.0243736742152482
1,2015,2040,8.98736978726344e-11
1,2015,2050,0.0118044740880529
1,2015,2070,0.054167131028614604
1,2015,2080,0.0438803465421601
1,2015,2090,0.0066194148468711
1,2015,2100,0.0452194436357266
1,2015,2110,0.208996374007236
1,2015,2120,0.09189024726345739
1,2015,2130,0.100647622946245
1,2015,2140,0.0190549399165268
1,2015,2150,0.0482862490129044
1,2015,2160,0.119104729584689
1,2015,2170,0.021097458930468698
1,2015,2180,0.00376232043304348
1,2015,2190,0.0174108170550912
1,2015,2210,0.016487099357929202
1,2015,2240,0.0159488305390944
1,2015,2250,0.0716297263634682
1,2015,2270,0.0292088058201893
1,2015,2300,0.00546025644427782
1,2015,2320,0.00404168158754867
1,2015,3010,0.459419811966996
1,2015,3020,0.35419150712686603
1,2015,3030,0.686497605029316
1,2015,3040,0.552272179890455
1,2015,4010,5.34511804715469e-4
1,2015,4040,0.0022646229147108904
1,2015,4050,0.0653843879005979
1,2015,4060,0.00228959654090883
1,2015,4070,0.055115335541675796
1,2015,4090,2.74326281049985e-4
1,2015,4100,0.0173400988152059
1,2015,4120,0.0603088443221013
1,2015,4130,0.38314830999911903
1,2015,4140,0.0662059962272053
1,2015,4150,0.278198944861172
1,2015,4170,0.007308504945319329
1,2015,4190,0.0596268831399376
1,2015,4200,0.0511744671688098
1,2015,4210,0.29718925903705296
1,2015,4220,0.226859802634959
1,2015,4230,0.0563820056865546
1,2015,4250,0.0460773239519659
1,2015,4270,0.00606278250224468
1,2015,5004,0.111467577635634
1,2015,5005,0.0184734765283564
1,2015,5016,0.114697993731902
1,2015,5017,0.0190099368411108
1,2015,5025,0.0802847588452474
1,2015,5026,0.0133055509528335
1,2015,5033,0.0037230785353028
1,2015,5034,6.26205551748881e-4
1,2015,5043,0.0034389712704935302
1,2015,5044,5.78419963320738e-4
1,2015,5052,0.00237598383805522
1,2015,5053,3.9963010967837103e-4
1,2015,5061,0.00105452751940639
1,2015,5062,1.77366911921109e-4
1,2015,5070,0.00327904521665131
1,2015,5071,5.515210993958951e-4
1,2015,5080,0.00219723395590473
1,2015,5081,3.74011513119381e-4
1,2015,5204,0.089197640146023
1,2015,5205,0.0147540069605976
1,2015,5216,0.0917802710578609
1,2015,5217,0.0151815823923998
1,2015,5225,0.0642449206387183
1,2015,5226,0.0106266230986826
1,2015,5233,0.00295775217414439
1,2015,5234,4.97185808130741e-4
1,2015,5243,0.0027320468238793702
1,2015,5244,4.5924567155241697e-4
1,2015,5252,0.00188756993272014
1,2015,5253,3.17292639346766e-4
1,2015,5261,8.37755996073902e-4
1,2015,5262,1.40823271801028e-4
1,2015,5270,0.0026049956135613503
1,2015,5271,4.37888893281349e-4
1,2015,5280,0.00192235076867736
1,2015,5281,3.2593463045856903e-4
1,2015,5404,0.0359490816159266
1,2015,5405,0.00595214464162209
1,2015,5416,0.036990905574832804
1,2015,5417,0.006125013324650591
1,2015,5425,0.0258925061789145
1,2015,5426,0.0042870843587997295
1,2015,5433,0.00121435795878984
1,2015,5434,2.0410556581187101e-4
1,2015,5443,0.00112169058811035
1,2015,5444,1.88530322109251e-4
1,2015,5452,7.749755545158719e-4
1,2015,5453,1.30255522442122e-4
1,2015,5461,3.4395558688581003e-4
1,2015,5462,5.78110108109096e-5
1,2015,5470,0.00106952744509465
1,2015,5471,1.7976290042907899e-4
1,2015,5480,5.52082432357403e-4
1,2015,5481,9.50107721931105e-5
1,2015,5604,0.024844438246731
1,2015,5605,0.00411556990498628
1,2015,5616,0.0255648590334671
1,2015,5617,0.00423525859903459
1,2015,5625,0.0178943348413044
1,2015,5626,0.00296428138416197
1,2015,5633,8.41902407347404e-4
1,2015,5634,1.41521138359064e-4
1,2015,5643,7.77657036792363e-4
1,2015,5644,1.3072169613376702e-4
1,2015,5652,5.372829125433289e-4
1,2015,5653,9.0315562402783e-5
1,2015,5661,2.38461012669551e-4
1,2015,5662,4.00845488851882e-5
1,2015,5670,7.414928472565629e-4
1,2015,5671,1.24642608982507e-4
1,2015,5680,3.5797643350466e-4
1,2015,5681,6.18217575639695e-5
1,2015,5804,0.054646825682509205
1,2015,5805,0.00903417828287102
1,2015,5816,0.0562284570977484
1,2015,5817,0.00929575263724129
1,2015,5825,0.0393595910002988
1,2015,5826,0.00650689819119379
1,2015,5833,0.00179056128651795
1,2015,5834,3.0102023894822995e-4
1,2015,5843,0.0016539239876643
1,2015,5844,2.7804945567741404e-4
1,2015,5852,0.00114269540686337
1,2015,5853,1.92104248950766e-4
1,2015,5861,5.07159908114104e-4
1,2015,5862,8.526119221786411e-5
1,2015,5870,0.00157700983884254
1,2015,5871,2.6511903366950004e-4
1,2015,5880,0.0013944334614777898
1,2015,5881,2.35064677921793e-4
1,2015,9070,0.009766026467392771
1,2015,9090,0.009639270073674579
1,2015,9100,0.009639270073674579
1,2015,9110,0.009639270073674579
1,2015,9120,0.0926079671498453
1,2015,9130,0.00533569650423395
1,2015,9150,0.00533569650423395
1,2015,9160,0.00533569650423395
1,2015,9170,0.00533569650423395
1,2015,9181,0.0964822990586082
1,2015,9190,7.41777171574333e-4
1,2015,9210,7.41777171574333e-4
1,2015,9220,7.41777171574333e-4
1,2015,9230,7.41777171574333e-4
1,2015,9240,0.0789413556192103
1,2015,9250,0.00157512352117644
1,2015,9261,3.4193851456976395e-23
1,2015,9270,5.608821011871291e-4
1,2015,9275,7.82293529380151e-5
1,2015,9280,5.608821011871291e-4
1,2015,9290,5.608821011871291e-4
1,2015,9295,9.50136248033311e-5
1,2015,9300,0.08116579085920109
1,2015,9302,0.013786725200709199
1,2015,9305,0.114606636120018
1,2015,9310,4.97275241404382e-4
1,2015,9330,4.97275241404382e-4
1,2015,9340,4.97275241404382e-4
1,2015,9350,4.97275241404382e-4
1,2015,9351,1.78750258767761e-23
1,2015,9360,0.073446883042079
1,2015,9362,0.007429807447898069
1,2015,9385,2.33331807816852e-23
1,2015,9410,2.58953447861065e-23
1,2015,9432,4.64739353569352e-23
1,2015,9443,6.74422007080483e-23
1,2015,9460,0.0090544493788052
1,2015,9470,0.00486905426559706
1,2015,9510,2.09763914154284e-5
1,2015,9520,5.55412839057757e-23
1,2015,9530,2.86722246936427e-23
1,2015,9540,2.7800469167320797e-23
1,2015,9550,4.59485566840569e-23
1,2015,9630,4.6815706101423096e-4
1,2015,9640,7.27326945541386e-4
1,2015,9660,3.2740505193138e-12
1,2015,9670,2.6887823547565103e-4
1,2015,9691,1.1465691933866101e-10
1,2015,9700,4.6815706101423096e-4
1,2015,9720,4.6815706101423096e-4
1,2015,9810,4.8098134852371695e-4
1,2015,9811,2.65753700519636e-7
1,2015,9850,8.98583936862357e-5
1,2015,9853,1.4178863346191701e-5
1,2015,10200,0.0524107118120223
1,2015,10230,1.9980877442171398e-4
1,2015,10240,4.53506206813142e-5
1,2015,10250,1.9980877442171398e-4
1,2015,10260,1.9980877442171398e-4
1,2015,10300,2.10427790025294e-5
1,2015,10360,9.55531831653063e-5
1,2015,10390,0.00100502893958293
1,2015,10391,1.9980877442171398e-4
1,2015,10410,0.0262053559060112
1,2015,10452,9.28462371638004e-4
1,2015,10453,0.004435036181773951
1,2015,10460,0.004660183575779041
1,2015,10520,0.0100452335212771
1,2015,10540,7.66295281043939e-5
1,2015,10550,1.1621791031104401e-5
1,2015,10551,7.66295281043939e-5
1,2015,10560,0.0100452335212771
1,2015,10570,0.0100452335212771
1,2015,10590,0.0103672501034422
1,2015,10591,7.66295281043939e-5
1,2015,10610,0.0026448628415012498
1,2015,10670,6.96853434035628e-4
1,2015,10671,1.7516600271450598e-4
1,2015,10682,0.00615647568781022
1,2015,10720,1.7516600271450598e-4
1,2015,10730,2.3428941769750397e-5
1,2015,10731,1.7516600271450598e-4
1,2016,10,0.027681508976817898
1,2016,25,0.00237423391952941
1,2016,40,1.25885283826889
1,2016,50,7.42262964329696e-11
1,2016,70,0.0234139304725679
1,2016,80,0.19934391461154502
1,2016,81,0.0488294448603571
1,2016,90,0.021179932280147497
1,2016,91,1.7058938095236701e-9
1,2016,92,2.25880161869024e-6
1,2016,100,0.0222672389709081
1,2016,110,0.0222672389709081
1,2016,120,0.0212181497244567
1,2016,130,0.010325466181038
1,2016,140,0.183073547115269
1,2016,150,0.009796798005080251
1,2016,160,0.010269847035259
1,2016,161,2.80021800689104e-5
1,2016,162,2.57064996286522e-5
1,2016,170,0.010269847035259
1,2016,171,0.046403951358569596
1,2016,181,0.0096200295103578
1,2016,190,0.00141380351843001
1,2016,191,1.27897248938791e-5
1,2016,192,1.16294336851812e-5
1,2016,200,0.153862733773004
1,2016,210,0.00148467660161004
1,2016,220,0.00156170601605272
1,2016,230,0.00156170601605272
1,2016,240,0.0014628210639106602
1,2016,245,0.045870085741948195
1,2016,250,0.0025150025905694303
1,2016,251,0.0255605259657701
1,2016,260,0.0896658992450336
1,2016,265,0.143590956878981
1,2016,266,0.0403213204488721
1,2016,270,8.09985862370109e-4
1,2016,276,3.04961469109514e-6
1,2016,280,8.09985862370109e-4
1,2016,290,8.49332016048092e-4
1,2016,291,9.648654737982619e-24
1,2016,295,1.4321465067143398e-4
1,2016,300,7.96813753935581e-4
1,2016,305,0.00013417882905617401
1,2016,310,7.16233455343109e-4
1,2016,320,0.0035435605292586203
1,2016,321,0.00332317625670852
1,2016,330,7.434617625457849e-4
1,2016,340,7.306370065441881e-4
1,2016,350,7.8578692535016e-4
1,2016,360,7.37005327209247e-4
1,2016,361,6.90956522863968e-24
1,2016,363,0.076430239535435
1,2016,364,2.93416817222424e-6
1,2016,365,4.81451589484324e-29
1,2016,366,0.023338031324905202
1,2016,386,3.01519645168138e-24
1,2016,387,1.6670238610417198e-25
1,2016,400,7.425594192751949e-4
1,2016,401,0.00100895176561596
1,2016,411,4.50250998718308e-24
1,2016,412,1.21107524545837e-25
1,2016,420,1.6514484027242302e-31
1,2016,421,4.60470629639981e-33
1,2016,433,7.997916577786079e-24
1,2016,434,1.65314813907695e-25
1,2016,444,1.18513591929821e-23
1,2016,445,2.79804741881176e-25
1,2016,461,0.00140592010309078
1,2016,462,0.00171624126799797
1,2016,471,2.33172415583578e-4
1,2016,472,4.43467868245306e-4
1,2016,515,1.67505485409134e-6
1,2016,521,8.747734688040369e-24
1,2016,522,2.2586389709324497e-25
1,2016,531,3.1569688746473e-24
1,2016,532,1.31124759993197e-25
1,2016,541,2.4461642683450198e-24
1,2016,542,1.1256305977594802e-25
1,2016,551,8.238521313120771e-24
1,2016,552,2.4055971251372803e-25
1,2016,611,5.7895610919290994e-6
1,2016,612,7.323874121376171e-6
1,2016,620,0.0026423907554153996
1,2016,621,0.00400402289312369
1,2016,630,0.010827505897028201
1,2016,631,2.3850578705521703e-6
1,2016,632,3.25615177721487e-6
1,2016,641,9.65670564011141e-8
1,2016,642,4.80975980234945e-7
1,2016,670,4.0783771365851697e-4
1,2016,690,2.9165802493541704e-4
1,2016,695,8.18524771281259e-6
1,2016,700,0.0108005829300525
1,2016,720,0.0108005829300525
1,2016,730,0.23502468337680502
1,2016,731,0.016554569190052
1,2016,750,8.05911349148851e-5
1,2016,810,0.009764260919706499
1,2016,811,4.82777577812336e-7
1,2016,812,1.8732957045079103e-8
1,2016,850,0.0092890538665891
1,2016,854,2.50791676810582e-20
1,2016,857,6.70123920491689e-5
1,2016,858,1.01625654547483e-6
1,2016,865,6.67216338280091e-4
1,2016,866,1.75897362128452e-5
1,2016,870,0.263767584584139
1,2016,890,11.0015630437652
1,2016,970,0.261370818508512
1,2016,980,0.20975091504656
1,2016,981,0.0163091559302228
1,2016,982,6.505981414170929e-4
1,2016,991,2.56613283242936e-5
1,2016,1040,0.20975091504656
1,2016,1050,0.00133863998711039
1,2016,1051,0.00133863998711039
1,2016,1110,2.8739505552697096e-7
1,2016,1121,0.101626255212954
1,2016,1131,0.0023414003050702
1,2016,1132,0.15708797695569499
1,2016,1134,2.19643347440288e-12
1,2016,1142,0.00786654578192938
1,2016,1143,4.37052923973357e-4
1,2016,1151,0.011738827305498
1,2016,1152,0.0795093195897936
1,2016,1153,0.465441044720191
1,2016,1155,3.14488148591073e-4
1,2016,1158,0.07931803162967889
1,2016,1159,0.07931803162967889
1,2016,1163,0.07931803162967889
1,2016,1167,3.59544303031335e-4
1,2016,1168,0.07797939164256851
1,2016,1171,0.004780362237334249
1,2016,1180,1.94445782005914e-5
1,2016,1181,8.75259447004026e-6
1,2016,1200,0.09560385225107759
1,2016,1220,0.251352796834003
1,2016,1221,0.16021294452610801
1,2016,1222,0.0767114787012982
1,2016,1251,8.76615490902334e-4
1,2016,1252,7.91433861142454e-4
1,2016,1261,8.76615490902334e-4
1,2016,1262,7.91433861142454e-4
1,2016,1280,0.0023242938925953998
1,2016,1301,0.0073357558654018
1,2016,1302,0.0036233356842562
1,2016,1365,0.00428537077036428
1,2016,1410,0.0500299996095257
1,2016,1461,0.00298867011118793
1,2016,1464,0.129182215575045
1,2016,1471,0.244902455490629
1,2016,1472,0.126089290209347
1,2016,1480,0.00183463287671335
1,2016,1510,0.00563533995555378
1,2016,1511,0.00314189245631036
1,2016,1520,0.043132791640934406
1,2016,1530,0.15889205227878098
1,2016,1541,2.4421086725360603e-4
1,2016,1542,3.4592096371529197e-4
1,2016,1552,2.4421086725360603e-4
1,2016,1553,3.4592096371529197e-4
1,2016,1560,0.0429421154624431
1,2016,1570,0.0421161095508282
1,2016,1590,0.040464099069700506
1,2016,1592,0.00223082274745111
1,2016,1603,6.46026207963402e-4
1,2016,1610,0.0388120815742295
1,2016,1612,0.111678337385686
1,2016,1613,8.693606198282769e-4
1,2016,1615,0.0862914050421955
1,2016,1640,0.47081251310004396
1,2016,1670,1.17961745377449e-4
1,2016,1675,0.233717658043752
1,2016,1680,0.00488206917192206
1,2016,1682,1.12366320351356e-4
1,2016,1685,0.00179886796667769
1,2016,1690,0.17934373723406902
1,2016,1702,2.46800280802839e-6
1,2016,1721,3.9997602723077197e-4
1,2016,1722,7.918582214444e-4
1,2016,1732,3.9997602723077197e-4
1,2016,1733,7.918582214444e-4
1,2016,2010,5.22248665550619e-11
1,2016,2020,0.00628328803638318
1,2016,2030,0.0157803946830886
1,2016,2040,7.94671541402887e-11
1,2016,2050,0.0223259340519767
1,2016,2060,4.29577336660079e-19
1,2016,2070,0.046206675227220405
1,2016,2080,0.0364664665038917
1,2016,2090,0.00557293724700917
1,2016,2100,0.037167957030700007
1,2016,2110,0.122742721071545
1,2016,2120,0.06042058816140591
1,2016,2130,0.0892063447011338
1,2016,2140,0.0165837676654924
1,2016,2150,0.0920463636401845
1,2016,2160,0.21716951354563802
1,2016,2170,0.048623998645154896
1,2016,2180,0.00842436657410838
1,2016,2190,0.0143961968751122
1,2016,2210,0.0135823088822857
1,2016,2240,0.0127430583657614
1,2016,2250,0.0513114381133879
1,2016,2270,0.055201266449219
1,2016,2300,0.0112179310256026
1,2016,2320,0.004159669799035339
1,2016,3010,0.381206278575276
1,2016,3020,0.406427036397573
1,2016,3030,0.575477800959035
1,2016,3040,0.637313466417207
1,2016,4010,5.69227551167019e-4
1,2016,4040,0.00205669385957218
1,2016,4050,0.05169562873847269
1,2016,4060,0.0021897843065267
1,2016,4070,0.0470688254191206
1,2016,4090,6.05042798268496e-4
1,2016,4100,0.0357316913819595
1,2016,4120,0.0569907026871082
1,2016,4130,0.334465054575621
1,2016,4140,0.0653624815694215
1,2016,4150,0.26388291147555804
1,2016,4170,0.019598740122626
1,2016,4190,0.15291397832185
1,2016,4200,0.048350571023857807
1,2016,4210,0.258945963579425
1,2016,4220,0.21387707087178198
1,2016,4230,0.05559626694683
1,2016,4250,0.121406894373542
1,2016,4270,0.0165584444357861
1,2016,5004,0.0979693899975284
1,2016,5005,0.046926458759734696
1,2016,5016,0.10080862973117499
1,2016,5017,0.04828756952619
1,2016,5025,0.0705626692813652
1,2016,5026,0.033798903355494896
1,2016,5033,0.00321923175031554
1,2016,5034,0.00159057396754157
1,2016,5043,0.00302261585105861
1,2016,5044,0.00149342657340584
1,2016,5052,0.00208832412292569
1,2016,5053,0.0010318078775057799
1,2016,5061,9.26856584426546e-4
1,2016,5062,4.579451604454e-4
1,2016,5070,0.0028820520625058898
1,2016,5071,0.00142397623518889
1,2016,5080,0.0018607242675345202
1,2016,5081,9.36305488050483e-4
1,2016,5204,0.07839581553003261
1,2016,5205,0.0375052046833027
1,2016,5216,0.0806656915593446
1,2016,5217,0.038591557956312604
1,2016,5225,0.0564648676372563
1,2016,5226,0.0270132663247441
1,2016,5233,0.00255747300276192
1,2016,5234,0.00126331241269258
1,2016,5243,0.00240127431606144
1,2016,5244,0.00118615391835691
1,2016,5252,0.00165903951664546
1,2016,5253,8.195132985356741e-4
1,2016,5261,7.36328077265743e-4
1,2016,5262,3.6372293831328197e-4
1,2016,5270,0.00228960540165683
1,2016,5271,0.00113099299370025
1,2016,5280,0.00162792460956293
1,2016,5281,8.14707686398881e-4
1,2016,5404,0.031595736057868196
1,2016,5405,0.0151244277246196
1,2016,5416,0.0325114011738047
1,2016,5417,0.0155631494635904
1,2016,5425,0.022756987703494297
1,2016,5426,0.0108934811551479
1,2016,5433,0.00105001608163735
1,2016,5434,5.18403230787133e-4
1,2016,5443,9.85885935277278e-4
1,2016,5444,4.86740479810957e-4
1,2016,5452,6.811482608022041e-4
1,2016,5453,3.36288805539293e-4
1,2016,5461,3.02312623789885e-4
1,2016,5462,1.49254365097485e-4
1,2016,5470,9.40038272306748e-4
1,2016,5471,4.64105089081636e-4
1,2016,5480,4.67542433068545e-4
1,2016,5481,2.39156806639022e-4
1,2016,5604,0.021835867904403703
1,2016,5605,0.0104556165921907
1,2016,5616,0.0224690509593086
1,2016,5617,0.0107591809580289
1,2016,5625,0.0157273963861723
1,2016,5626,0.00753074679817456
1,2016,5633,7.27966029491763e-4
1,2016,5634,3.59404919114944e-4
1,2016,5643,6.8350523666536e-4
1,2016,5644,3.3745308531071e-4
1,2016,5652,4.7223350029982e-4
1,2016,5653,2.3314620992221898e-4
1,2016,5661,2.0959039196521702e-4
1,2016,5662,1.03476791278684e-4
1,2016,5670,6.517194950932879e-4
1,2016,5671,3.21760160990615e-4
1,2016,5680,3.03162292102349e-4
1,2016,5681,1.55854380222587e-4
1,2016,5804,0.0480290318511947
1,2016,5805,0.0229701586629011
1,2016,5816,0.0494191276775724
1,2016,5817,0.0236350938079455
1,2016,5825,0.0345931008268976
1,2016,5826,0.0165443473202317
1,2016,5833,0.00154824105096931
1,2016,5834,7.65064245808834e-4
1,2016,5843,0.00145368163142313
1,2016,5844,7.18337375665154e-4
1,2016,5852,0.00100434805800451
1,2016,5853,4.962990410740541e-4
1,2016,5861,4.45757701376937e-4
1,2016,5862,2.2027133948290402e-4
1,2016,5870,0.0013860795937602399
1,2016,5871,6.84931799661728e-4
1,2016,5880,0.0011808466280853799
1,2016,5881,5.85941195444418e-4
1,2016,9070,0.007407055577860541
1,2016,9090,0.00728423558619573
1,2016,9100,0.00728423558619573
1,2016,9110,0.00728423558619573
1,2016,9120,0.106464677639926
1,2016,9130,0.00409788719816571
1,2016,9150,0.00409788719816571
1,2016,9160,0.00409788719816571
1,2016,9170,0.00409788719816571
1,2016,9181,0.11003314047087599
1,2016,9190,6.17406293572903e-4
1,2016,9210,6.17406293572903e-4
1,2016,9220,6.17406293572903e-4
1,2016,9230,6.17406293572903e-4
1,2016,9240,0.0918455189525223
1,2016,9250,0.0014127975803556701
1,2016,9261,6.80753307018981e-23
1,2016,9270,4.4069101832192097e-4
1,2016,9275,9.15182002391501e-5
1,2016,9280,4.4069101832192097e-4
1,2016,9290,4.4069101832192097e-4
1,2016,9295,5.93081050849445e-5
1,2016,9300,0.0860129071125447
1,2016,9302,0.016385665095458
1,2016,9305,0.127017881917539
1,2016,9310,3.91682626903082e-4
1,2016,9330,3.91682626903082e-4
1,2016,9340,3.91682626903082e-4
1,2016,9350,3.91682626903082e-4
1,2016,9351,3.5661727052934897e-23
1,2016,9360,0.07797442888850971
1,2016,9362,0.00913060256424072
1,2016,9385,4.6543402075129596e-23
1,2016,9410,5.1551054904548897e-23
1,2016,9432,9.25297515497298e-23
1,2016,9443,1.34565617557695e-22
1,2016,9460,0.0105487269093046
1,2016,9470,0.00590678259844945
1,2016,9510,2.4181426306769902e-5
1,2016,9520,1.10824514685728e-22
1,2016,9530,5.69327568334927e-23
1,2016,9540,5.52336178361446e-23
1,2016,9550,9.18550482817727e-23
1,2016,9630,3.8600796248768e-4
1,2016,9640,8.53194824195607e-4
1,2016,9660,3.9011034262507395e-12
1,2016,9670,6.31969706584118e-4
1,2016,9691,1.34498932781632e-10
1,2016,9700,3.8600796248768e-4
1,2016,9720,3.8600796248768e-4
1,2016,9810,4.01051532393828e-4
1,2016,9811,1.18652942509578e-6
1,2016,9850,2.0720975208007102e-4
1,2016,9853,5.8877510741913096e-5
1,2016,10200,0.0442534701775949
1,2016,10230,2.46480257353302e-4
1,2016,10240,4.62658050819611e-5
1,2016,10250,2.46480257353302e-4
1,2016,10260,2.46480257353302e-4
1,2016,10300,2.14674269763355e-5
1,2016,10360,1.18578135967781e-4
1,2016,10390,0.00102531061313303
1,2016,10391,2.46480257353302e-4
1,2016,10410,0.022126735088797502
1,2016,10452,9.47198926840422e-4
1,2016,10453,0.0054377596950096405
1,2016,10460,0.00575727652114388
1,2016,10520,0.00930348685014315
1,2016,10540,9.01272956657118e-5
1,2016,10550,1.24010129862009e-5
1,2016,10551,9.01272956657118e-5
1,2016,10560,0.00930348685014315
1,2016,10570,0.00930348685014315
1,2016,10590,0.00964709473695932
1,2016,10591,9.015831095442031e-5
1,2016,10610,0.00307782362442446
1,2016,10670,5.972509557212789e-4
1,2016,10671,1.8184292942883e-4
1,2016,10682,0.00633107597715407
1,2016,10720,1.81548043754366e-4
1,2016,10730,2.02183821969591e-5
1,2016,10731,1.81548043754366e-4
1,2017,10,0.0223279404582106
1,2017,25,0.0024973147638743197
1,2017,40,1.29639835770248
1,2017,50,1.63348283355752e-10
1,2017,70,0.0164792121198968
1,2017,80,0.184308713951396
1,2017,81,0.0774036032757902
1,2017,90,0.014828559706261
1,2017,91,1.6265293973925701e-9
1,2017,92,3.5240068585439397e-6
1,2017,100,0.0155896829941083
