Year,TechID,JSTypeID,Value
2015,10,1,91351374.9837875
2015,10,2,66665552.5565147
2015,10,3,12677302.5840521
2015,25,1,21046986.8034124
2015,25,2,15359473.4147191
2015,25,3,2920799.19017851
2015,40,1,5475304126.7395
2015,40,2,3995716333.38928
2015,40,3,759836256.504059
2015,70,1,62558569.0140724
2015,70,2,64392745.4948425
2015,70,3,28501113.8767004
2015,80,1,341367602.348328
2015,80,2,351376295.089722
2015,80,3,155523985.624313
2015,81,1,52449900.6569386
2015,81,2,53987704.2174339
2015,81,3,23895697.6681948
2015,90,1,61736803.5018444
2015,90,2,63546888.5302544
2015,90,3,28126727.7896404
2015,91,1,13.9120404085702
2015,91,2,14.3199336832822
2015,91,3,6.3381992987388
2015,92,1,3576.75344275776
2015,92,2,3681.62204722466
2015,92,3,1629.53642757202
2015,100,1,61736803.5018444
2015,100,2,63546888.5302544
2015,100,3,28126727.7896404
2015,110,1,61736803.5018444
2015,110,2,63546888.5302544
2015,110,3,28126727.7896404
2015,120,1,61736803.5018444
2015,120,2,63546888.5302544
2015,120,3,28126727.7896404
2015,130,1,23752830.9226036
2015,130,2,24449251.5921593
2015,130,3,10821574.3675828
2015,140,1,259660154.58107
2015,140,2,267273247.241974
2015,140,3,118298806.250095
2015,150,1,23752830.9226036
2015,150,2,24449251.5921593
2015,150,3,10821574.3675828
2015,160,1,23752830.9226036
2015,160,2,24449251.5921593
2015,160,3,10821574.3675828
2015,161,1,64647.2108201124
2015,161,2,66542.6268824376
2015,161,3,29452.6817015139
2015,162,1,31238.3308482822
2015,162,2,32154.221116798
2015,162,3,14231.900422601
2015,170,1,23752830.9226036
2015,170,2,24449251.5921593
2015,170,3,10821574.3675828
2015,171,1,42954731.7326069
2015,171,2,44214140.6238079
2015,171,3,19569786.2654924
2015,181,1,23752830.9226036
2015,181,2,24449251.5921593
2015,181,3,10821574.3675828
2015,190,1,2692343.20148826
2015,190,2,2771281.17159009
2015,190,3,1226607.12804645
2015,191,1,21326.7048820853
2015,191,2,21951.9934034906
2015,191,3,9716.25377133023
2015,192,1,10842.8585008369
2015,192,2,11160.7660073787
2015,192,3,4939.90819450119
2015,200,1,173784419.894218
2015,200,2,178879693.15052
2015,200,3,79174607.9921722
2015,210,1,2692343.20148826
2015,210,2,2771281.17159009
2015,210,3,1226607.12804645
2015,220,1,2692343.20148826
2015,220,2,2771281.17159009
2015,220,3,1226607.12804645
2015,230,1,2692343.20148826
2015,230,2,2771281.17159009
2015,230,3,1226607.12804645
2015,240,1,2692343.20148826
2015,240,2,2771281.17159009
2015,240,3,1226607.12804645
2015,245,1,34216865.8971787
2015,245,2,35220086.5745544
2015,245,3,15588893.5551047
2015,250,1,7055105.64148426
2015,250,2,7261957.50758052
2015,250,3,3214242.16963351
2015,251,1,35362083.4648609
2015,251,2,36398880.1836967
2015,251,3,16110643.7444687
2015,260,1,164512023.329735
2015,260,2,169335424.900055
2015,260,3,74950180.9477806
2015,265,1,288451194.763184
2015,265,2,296908408.403397
2015,265,3,131415739.655495
2015,266,1,57285804.3015003
2015,266,2,58965392.4107552
2015,266,3,26098892.0927048
2015,270,1,2500642.78952777
2015,270,2,2573960.46072245
2015,270,3,1139270.14172077
2015,276,1,10750.953151728
2015,276,2,11066.1649159738
2015,276,3,4898.03642267361
2015,280,1,2500642.78952777
2015,280,2,2573960.46072245
2015,280,3,1139270.14172077
2015,290,1,2500642.78952777
2015,290,2,2573960.46072245
2015,290,3,1139270.14172077
2015,295,1,599385.646637529
2015,295,2,616959.354374558
2015,295,3,273074.663709849
2015,300,1,2500642.78952777
2015,300,2,2573960.46072245
2015,300,3,1139270.14172077
2015,305,1,599385.646637529
2015,305,2,616959.354374558
2015,305,3,273074.663709849
2015,310,1,1802634.44781303
2015,310,2,1855486.77109182
2015,310,3,821263.936813921
2015,320,1,7927003.31658125
2015,320,2,8159418.59036684
2015,320,3,3611470.80548108
2015,321,1,4309323.61632586
2015,321,2,4435670.56208849
2015,321,3,1963288.75608742
2015,330,1,1802634.44781303
2015,330,2,1855486.77109182
2015,330,3,821263.936813921
2015,340,1,1802634.44781303
2015,340,2,1855486.77109182
2015,340,3,821263.936813921
2015,350,1,1802634.44781303
2015,350,2,1855486.77109182
2015,350,3,821263.936813921
2015,360,1,1802634.44781303
2015,360,2,1855486.77109182
2015,360,3,821263.936813921
2015,363,1,109616436.064243
2015,363,2,112830333.411694
2015,363,3,49940254.5392513
2015,364,1,5870.36856813938
2015,364,2,6042.48452873435
2015,364,3,2674.48649537982
2015,366,1,25857876.9862652
2015,366,2,26616016.4028406
2015,366,3,11780614.0333414
2015,400,1,1376938.88973445
2015,400,2,1417309.9771142
2015,400,3,627320.841886103
2015,401,1,1054359.71636325
2015,401,2,1085272.99016714
2015,401,3,480356.713524088
2015,461,1,4117033.91000628
2015,461,2,4237743.09456348
2015,461,3,1875683.31602961
2015,462,1,2938104.56059873
2015,462,2,3024248.17346036
2015,462,3,1338573.75476509
2015,471,1,537365.966010839
2015,471,2,553121.266420931
2015,471,3,244819.064391777
2015,472,1,574547.506403178
2015,472,2,591392.919886857
2015,472,3,261758.628766984
2015,515,1,3138.71350954287
2015,515,2,3230.73891195236
2015,515,3,1429.96941576712
2015,611,1,18458.7224794086
2015,611,2,18999.9209396774
2015,611,3,8409.62638903875
2015,612,1,12515.6857393449
2015,612,2,12882.6386571745
2015,612,3,5702.03292227234
2015,620,1,7080427.83662677
2015,620,2,7288022.43247628
2015,620,3,3225778.69519591
2015,621,1,6099322.34510779
2015,621,2,6278151.18059516
2015,621,3,2778796.01344466
2015,630,2,10776952.8403878
2015,631,1,6317.95819572289
2015,631,2,6503.19725536974
2015,631,3,2878.40452983801
2015,632,1,4658.31271867501
2015,632,2,4794.8919927876
2015,632,3,2122.28496820899
2015,641,1,135.671584189367
2015,641,2,139.649401376118
2015,641,3,61.8107378613786
2015,642,1,434.496826073882
2015,642,2,447.236033096488
2015,642,3,197.952815028657
2015,670,2,2701870.16576529
2015,690,2,1174661.33087873
2015,700,2,10776952.8403878
2015,720,2,10776952.8403878
2015,730,1,319912016.391754
2015,810,2,10776952.8403878
2015,811,2,8508.11102282023
2015,850,2,10776952.8403878
2015,857,2,672990.57263881
2015,865,2,4440523.21836352
2015,870,1,237325146.794319
2015,890,1,8714306831.35986
2015,970,1,237325146.794319
2015,980,1,237325146.794319
2015,981,1,22484840.8252001
2015,991,1,1284248.31200391
2015,1040,1,237325146.794319
2015,1050,3,71808896.958828
2015,1051,3,71808896.958828
