EmissionID,Year,TechID,ED_PFix,Value,Unit
1,2016,970,M,21574008.984375,Mg
1,2016,980,M,172592056.640625,Mg
1,2016,1040,M,172592056.640625,Mg
1,2016,1110,M,35328422.114253,Mg
1,2016,1121,M,610053388.671875,Mg
1,2016,1131,M,858810815.429688,Mg
1,2016,1132,M,131306658.203125,Mg
1,2016,1142,M,6575486.328125,Mg
1,2016,1143,M,36532368.850708,Mg
1,2016,1152,M,653469382.324219,Mg
1,2016,1153,M,38219415.234375,Mg
1,2016,1158,M,651865749.511719,Mg
1,2016,1159,M,651865749.511719,Mg
1,2016,1163,M,651865749.511719,Mg
1,2016,1167,M,128970793.914795,Mg
1,2016,1168,M,651865749.511719,Mg
1,2016,1171,M,2983787.109375,Mg
1,2016,1180,M,162546213.269234,Mg
1,2016,1181,M,731669795.513153,Mg
1,2016,1200,M,456077125.976563,Mg
1,2016,1220,M,565601217.285156,Mg
1,2016,1221,M,777308469.687501,Mg
1,2016,1222,M,641245060.424805,Mg
1,2016,1301,M,229595540.008545,Mg
1,2016,1302,M,748236544.799805,Mg
1,2016,1410,M,923066699.546876,Mg
1,2016,1461,M,821317932.891846,Mg
1,2016,1464,M,916143033.447266,Mg
1,2016,1471,M,1119396602.539063,Mg
1,2016,1472,M,75847034.765625,Mg
1,2016,1480,M,1199208558.654786,Mg
1,2016,1510,M,597017547.607422,Mg
1,2016,1511,M,778722757.720948,Mg
1,2016,1520,M,825103392.382813,Mg
1,2016,1530,M,357863521.972656,Mg
1,2016,1560,M,971190338.134766,Mg
1,2016,1570,M,276693448.730469,Mg
1,2016,1590,M,912918953.857423,Mg
1,2016,1592,M,667225189.208985,Mg
1,2016,1610,M,874071275.634765,Mg
1,2016,1612,M,932798785.400391,Mg
1,2016,1615,M,390207947.509766,Mg
1,2016,1640,M,160194079.296875,Mg
1,2016,1670,M,954158051.013946,Mg
1,2016,1675,M,1069319413.085938,Mg
1,2016,1680,M,1473773536.682129,Mg
1,2016,1682,M,534084426.879883,Mg
1,2016,1690,M,247319030.195313,Mg
1,2016,2070,M,37883.765625,Mg
1,2016,2080,M,301701.796875,Mg
1,2016,2120,M,5019418.359375,Mg
1,2016,2130,M,724.191875,Mg
1,2016,2150,M,224346.015625,Mg
1,2016,2170,M,31501853.515625,Mg
1,2016,2190,M,119882802.734375,Mg
1,2016,2240,M,106020302.734375,Mg
1,2016,2300,M,476465966.796875,Mg
1,2016,3010,M,3737.693125,Mg
1,2016,3020,M,381.319375,Mg
1,2016,3030,M,56.424425,Mg
1,2016,3040,M,0.57966,Mg
1,2016,4010,M,1075490322.113037,Mg
1,2016,4040,M,695969750.976563,Mg
1,2016,4050,M,42996183.59375,Mg
1,2016,4060,M,739000793.457032,Mg
1,2016,4070,M,130390039.0625,Mg
1,2016,4090,M,442703887.939453,Mg
1,2016,4100,M,710534482.65625,Mg
1,2016,4120,M,234447273.789063,Mg
1,2016,4130,M,1917437.2375,Mg
1,2016,4140,M,272098324.023438,Mg
1,2016,4150,M,148716794.59375,Mg
1,2016,4170,M,226160468.75,Mg
1,2016,4190,M,83884719.83,Mg
1,2016,4200,M,80146267.96875,Mg
1,2016,4210,M,45922475.15625,Mg
1,2016,4220,M,374081925.149063,Mg
1,2016,4230,M,912953764.160156,Mg
1,2016,4250,M,206478699.53125,Mg
1,2016,4270,M,274160207.275391,Mg
1,2016,5004,M,493016337.890625,Mg
1,2016,5005,M,874101155.410156,Mg
1,2016,5016,M,842677496.337891,Mg
1,2016,5017,M,1193219703.369141,Mg
1,2016,5025,M,474465362.609863,Mg
1,2016,5026,M,835194578.247071,Mg
1,2016,5033,M,1520315368.652344,Mg
1,2016,5034,M,751164958.953857,Mg
1,2016,5043,M,1584381472.778321,Mg
1,2016,5044,M,1325225280.761719,Mg
1,2016,5052,M,1547623840.332032,Mg
1,2016,5053,M,1294480089.187622,Mg
1,2016,5061,M,1065467104.3396,Mg
1,2016,5062,M,1780818162.91809,Mg
1,2016,5070,M,1584381472.778321,Mg
1,2016,5071,M,1325225280.761719,Mg
1,2016,5204,M,427912448.339844,Mg
1,2016,5205,M,594248964.931641,Mg
1,2016,5216,M,674299049.682617,Mg
1,2016,5217,M,831680046.75293,Mg
1,2016,5225,M,471999992.675782,Mg
1,2016,5226,M,1310608248.291016,Mg
1,2016,5233,M,1207793020.248414,Mg
1,2016,5234,M,596612292.289734,Mg
1,2016,5243,M,2130824157.714844,Mg
1,2016,5244,M,1052560054.779053,Mg
1,2016,5252,M,2081389053.344726,Mg
1,2016,5253,M,1028140687.942505,Mg
1,2016,5261,M,846445284.271241,Mg
1,2016,5262,M,952783539.962768,Mg
1,2016,5270,M,2130824157.714844,Mg
1,2016,5271,M,1052560054.779053,Mg
1,2016,5404,M,1590008284.91211,Mg
1,2016,5405,M,1288483638.000489,Mg
1,2016,5416,M,1576222094.834765,Mg
1,2016,5417,M,1300951693.725587,Mg
1,2016,5425,M,1902297573.852539,Mg
1,2016,5426,M,910605706.02417,Mg
1,2016,5433,M,495880911.827087,Mg
1,2016,5434,M,1070528136.253357,Mg
1,2016,5443,M,731303723.812103,Mg
1,2016,5444,M,1140609580.993652,Mg
1,2016,5452,M,854551397.323609,Mg
1,2016,5453,M,1114147539.138794,Mg
1,2016,5461,M,945645236.587525,Mg
1,2016,5462,M,580407710.075378,Mg
1,2016,5470,M,731303723.812103,Mg
1,2016,5471,M,1140609580.993652,Mg
1,2016,5604,M,1098857501.831055,Mg
1,2016,5605,M,890737232.971191,Mg
1,2016,5616,M,1878228454.589844,Mg
1,2016,5617,M,899379319.763183,Mg
1,2016,5625,M,1314681384.277344,Mg
1,2016,5626,M,629508677.673339,Mg
1,2016,5633,M,343789469.718933,Mg
1,2016,5634,M,742188812.25586,Mg
1,2016,5643,M,606523573.875427,Mg
1,2016,5644,M,790775093.078614,Mg
1,2016,5652,M,495243300.819397,Mg
1,2016,5653,M,772429105.758667,Mg
1,2016,5661,M,815037405.967712,Mg
1,2016,5662,M,1189516598.701478,Mg
1,2016,5670,M,606523573.875427,Mg
1,2016,5671,M,790775093.078614,Mg
1,2016,5804,M,1080531756.591797,Mg
1,2016,5805,M,1956878903.198242,Mg
1,2016,5816,M,1221181326.904298,Mg
1,2016,5817,M,1975700067.138673,Mg
1,2016,5825,M,168929157.702637,Mg
1,2016,5826,M,1382971777.343751,Mg
1,2016,5833,M,731172773.361206,Mg
1,2016,5834,M,361309482.574463,Mg
1,2016,5843,M,1289956726.074219,Mg
1,2016,5844,M,637432643.890381,Mg
1,2016,5852,M,1260029708.862304,Mg
1,2016,5853,M,622644231.796265,Mg
1,2016,5861,M,1733424821.853638,Mg
1,2016,5862,M,532777558.326721,Mg
1,2016,5870,M,1289956726.074219,Mg
1,2016,5871,M,637432643.890381,Mg
1,2017,10,M,879192160.949707,Mg
1,2017,40,M,81620699.828125,Mg
1,2017,70,M,920783255.615234,Mg
1,2017,80,M,843477505.371094,Mg
1,2017,81,M,1183234530.273438,Mg
1,2017,90,M,1186667694.091798,Mg
1,2017,91,M,946559215.663001,Mg
1,2017,92,M,642847657.203674,Mg
1,2017,100,M,1251559140.014649,Mg
1,2017,110,M,1251559140.014649,Mg
1,2017,120,M,1188981213.378907,Mg
1,2017,130,M,1165821958.007813,Mg
1,2017,140,M,764512438.476563,Mg
1,2017,150,M,1382216546.63086,Mg
1,2017,160,M,1453137435.913086,Mg
1,2017,161,M,1358383703.231811,Mg
1,2017,162,M,682634297.609329,Mg
1,2017,170,M,1453137435.913086,Mg
1,2017,171,M,1316783498.535156,Mg
1,2017,181,M,1354226327.514649,Mg
1,2017,190,M,870896203.994752,Mg
1,2017,191,M,542149749.398231,Mg
1,2017,192,M,837624701.857567,Mg
1,2017,200,M,290658567.871094,Mg
1,2017,210,M,918086526.870728,Mg
1,2017,220,M,969514837.265014,Mg
1,2017,230,M,969514837.265014,Mg
1,2017,240,M,903522562.026978,Mg
1,2017,245,M,1129348948.039063,Mg
1,2017,250,M,1634797679.901122,Mg
1,2017,251,M,1371247851.220704,Mg
1,2017,260,M,623915794.677735,Mg
1,2017,265,M,619973848.144531,Mg
1,2017,266,M,1115745915.527345,Mg
1,2017,270,M,1219347652.435302,Mg
1,2017,280,M,1219347652.435302,Mg
1,2017,290,M,1288575828.552246,Mg
1,2017,295,M,669403491.020203,Mg
1,2017,300,M,1200865921.020508,Mg
1,2017,305,M,623839073.181152,Mg
1,2017,310,M,1010470643.997193,Mg
1,2017,320,M,1029700457.000733,Mg
1,2017,321,M,787119171.142579,Mg
1,2017,330,M,1069393943.786621,Mg
1,2017,340,M,875863514.709472,Mg
1,2017,350,M,1167677694.320679,Mg
1,2017,360,M,915004568.862915,Mg
1,2017,363,M,1415051499.023438,Mg
1,2017,366,M,1336398538.81836,Mg
1,2017,400,M,1323172447.20459,Mg
1,2017,401,M,1022270141.601563,Mg
1,2017,461,M,906696968.078613,Mg
1,2017,462,M,1557787387.847901,Mg
1,2017,471,M,1522441678.04718,Mg
1,2017,472,M,1135420776.367188,Mg
1,2017,611,M,359538583.45747,Mg
1,2017,612,M,653392872.214318,Mg
1,2017,620,M,1914357482.910156,Mg
1,2017,621,M,989858996.582032,Mg
1,2017,630,M,733040319.824219,Mg
1,2017,631,M,602317246.794701,Mg
1,2017,632,M,332933375.239373,Mg
1,2017,670,M,40046752.166748,Mg
1,2017,690,M,279275566.101074,Mg
1,2017,695,M,125979776.382446,Mg
1,2017,700,M,731200833.129883,Mg
1,2017,720,M,731200833.129883,Mg
1,2017,810,M,660596398.925781,Mg
1,2017,811,M,221625150.740147,Mg
1,2017,812,M,103437512.181699,Mg
1,2017,850,M,628220623.779297,Mg
1,2017,857,M,956200075.149536,Mg
1,2017,858,M,228221653.401852,Mg
1,2017,865,M,643300338.745117,Mg
1,2017,866,M,494280536.174774,Mg
1,2017,870,M,15065206.640625,Mg
1,2017,890,M,88.591505,Mg
1,2017,970,M,149265935.546875,Mg
1,2017,980,M,119412744.140625,Mg
1,2017,1040,M,119412744.140625,Mg
1,2017,1110,M,34775685.146451,Mg
1,2017,1121,M,134147033.203125,Mg
1,2017,1131,M,845986376.953125,Mg
1,2017,1132,M,90848259.765625,Mg
1,2017,1142,M,643708270.263672,Mg
1,2017,1143,M,926773849.487305,Mg
1,2017,1152,M,619391787.109375,Mg
1,2017,1153,M,3729751.640625,Mg
1,2017,1158,M,617871818.847656,Mg
1,2017,1159,M,617871818.847656,Mg
1,2017,1163,M,617871818.847656,Mg
1,2017,1167,M,126810847.091675,Mg
1,2017,1168,M,617871818.847656,Mg
1,2017,1171,M,693011993.408203,Mg
1,2017,1180,M,158626068.234444,Mg
1,2017,1181,M,225327639.579773,Mg
1,2017,1200,M,372768844.970704,Mg
1,2017,1220,M,568477733.886719,Mg
1,2017,1221,M,573927739.257813,Mg
1,2017,1222,M,604070083.849609,Mg
1,2017,1301,M,132669041.778564,Mg
1,2017,1302,M,187565379.562378,Mg
1,2017,1410,M,731757200.369141,Mg
1,2017,1461,M,825532122.802735,Mg
1,2017,1464,M,605292670.703125,Mg
1,2017,1471,M,356590338.613281,Mg
1,2017,1472,M,870479575.683594,Mg
1,2017,1480,M,417331194.30542,Mg
1,2017,1510,M,600080820.465088,Mg
1,2017,1511,M,1287978399.658204,Mg
1,2017,1520,M,895575731.201173,Mg
1,2017,1530,M,329371605.175781,Mg
1,2017,1560,M,892250418.701172,Mg
1,2017,1570,M,773064313.720703,Mg
1,2017,1590,M,838715388.793946,Mg
1,2017,1592,M,530866742.858887,Mg
1,2017,1610,M,803025322.265625,Mg
1,2017,1612,M,1211475217.285156,Mg
1,2017,1615,M,1066886568.603516,Mg
1,2017,1640,M,16539338.359375,Mg
1,2017,1670,M,189390146.017075,Mg
1,2017,1675,M,1256032018.554688,Mg
1,2017,1680,M,1630727172.851562,Mg
1,2017,1682,M,673878657.817841,Mg
1,2017,1690,M,410946990.605469,Mg
1,2017,2070,M,3193280.078125,Mg
1,2017,2080,M,24796712.890625,Mg
1,2017,2120,M,4513058.984375,Mg
1,2017,2130,M,665362.109375,Mg
1,2017,2150,M,329470.078125,Mg
1,2017,2170,M,472835.390625,Mg
1,2017,2190,M,9803283.203125,Mg
1,2017,2240,M,95292060.546875,Mg
1,2017,2300,M,69817.109375,Mg
1,2017,3010,M,3230.310625,Mg
1,2017,3020,M,439.340625,Mg
1,2017,3030,M,48454.115625,Mg
1,2017,3040,M,6633.515625,Mg
1,2017,4010,M,1102097282.409668,Mg
1,2017,4040,M,538267765.917969,Mg
1,2017,4050,M,25975315.59375,Mg
1,2017,4060,M,732441528.320313,Mg
1,2017,4070,M,117893488.28125,Mg
1,2017,4090,M,734665405.273438,Mg
1,2017,4100,M,2957865.375,Mg
1,2017,4120,M,212934696.433538,Mg
1,2017,4130,M,160667022.4375,Mg
1,2017,4140,M,7469674.21875,Mg
1,2017,4150,M,328142.625,Mg
1,2017,4170,M,154026249.023438,Mg
1,2017,4190,M,131407059.5,Mg
1,2017,4200,M,725983713.742188,Mg
1,2017,4210,M,387521379.668463,Mg
1,2017,4220,M,349938408.332813,Mg
1,2017,4230,M,875814088.988281,Mg
1,2017,4250,M,323108405.273438,Mg
1,2017,4270,M,438759548.925781,Mg
1,2017,5004,M,733422447.509766,Mg
1,2017,5005,M,567493682.250977,Mg
1,2017,5016,M,460582140.625,Mg
1,2017,5017,M,572974494.628907,Mg
1,2017,5025,M,518325445.556641,Mg
1,2017,5026,M,1018814692.089844,Mg
1,2017,5033,M,885429044.723511,Mg
1,2017,5034,M,474943485.26001,Mg
1,2017,5043,M,1392331656.646729,Mg
1,2017,5044,M,1916229431.152344,Mg
1,2017,5052,M,1360029639.434814,Mg
1,2017,5053,M,1871772895.812988,Mg
1,2017,5061,M,936317152.404785,Mg
1,2017,5062,M,1601618762.969971,Mg
1,2017,5070,M,1392331656.646729,Mg
1,2017,5071,M,1916229431.152344,Mg
1,2017,5204,M,490589648.254395,Mg
1,2017,5205,M,1199153452.148438,Mg
1,2017,5216,M,346149992.236329,Mg
1,2017,5217,M,1355263854.98047,Mg
1,2017,5225,M,1226093557.128906,Mg
1,2017,5226,M,948662705.078125,Mg
1,2017,5233,M,1061388267.51709,Mg
1,2017,5234,M,863162488.937378,Mg
1,2017,5243,M,1565289476.966858,Mg
1,2017,5244,M,1522815528.869628,Mg
1,2017,5252,M,998103327.529907,Mg
1,2017,5253,M,1487486301.42212,Mg
1,2017,5261,M,648723374.786377,Mg
1,2017,5262,M,2046337116.241456,Mg
1,2017,5270,M,1565289476.966858,Mg
1,2017,5271,M,1522815528.869628,Mg
1,2017,5404,M,1397209078.369141,Mg
1,2017,5405,M,1830004248.046876,Mg
1,2017,5416,M,1485399352.416992,Mg
1,2017,5417,M,1244642327.88086,Mg
1,2017,5425,M,1671631248.474121,Mg
1,2017,5426,M,750157268.857422,Mg
1,2017,5433,M,435771817.207337,Mg
1,2017,5434,M,154803013.22937,Mg
1,2017,5443,M,454135249.710083,Mg
1,2017,5444,M,624575260.162353,Mg
1,2017,5452,M,750965353.012085,Mg
