Year,TechID,JSTypeID,Value
2015,2320,4,212687.344173901
2015,3010,5,404715.246986598
2015,3020,5,330257.2586108
2015,3030,6,503955.991007388
2015,3040,6,414429.75634709
2015,4010,9,406222.563469782
2015,4040,9,106962.965219282
2015,4050,9,3366383.25825334
2015,4060,9,132181.6816926
2015,4070,9,3451537.80654073
2015,4090,9,13086.3472804776
2015,4100,9,978427.473455668
2015,4120,9,3445832.29161799
2015,4130,9,21541133.5229874
2015,4140,9,4633167.75858402
2015,4150,9,19123751.6701221
2015,4170,9,491841.929033399
2015,4190,9,3962695.59860229
2015,4200,9,1535998.07526916
2015,4210,9,8910067.37947464
2015,4220,9,8266171.44048214
2015,4230,9,2061937.46998906
2015,4250,9,1611036.24850512
2015,4270,9,211327.642318793
2015,5004,1,135981589.55574
2015,5004,2,142709806.56147
2015,5004,3,67767329.5140266
2015,5005,1,22536173.4628677
2015,5005,2,23651240.3935194
2015,5005,3,11231051.7579317
2015,5016,1,135987609.624863
2015,5016,2,142716139.554977
2015,5016,3,67770324.6474266
2015,5017,1,22538457.0658207
2015,5017,2,23653637.6178265
2015,5017,3,11232189.8341179
2015,5025,1,135981112.718582
2015,5025,2,142709329.724312
2015,5025,3,67767091.0954475
2015,5026,1,22536078.4679651
2015,5026,2,23651139.8106813
2015,5026,3,11231004.2604804
2015,5033,1,5287512.20554113
2015,5033,2,5549132.82394409
2015,5033,3,2635066.8631494
2015,5034,1,889336.515683681
2015,5034,2,933339.935727417
2015,5034,3,443206.750787795
2015,5043,1,5287512.20554113
2015,5043,2,5549132.82394409
2015,5043,3,2635066.8631494
2015,5044,1,889336.515683681
2015,5044,2,933339.935727417
2015,5044,3,443206.750787795
2015,5052,1,5287512.20554113
2015,5052,2,5549132.82394409
2015,5052,3,2635066.8631494
2015,5053,1,889336.515683681
2015,5053,2,933339.935727417
2015,5053,3,443206.750787795
2015,5061,1,5287512.20554113
2015,5061,2,5549132.82394409
2015,5061,3,2635066.8631494
2015,5062,1,889336.515683681
2015,5062,2,933339.935727417
2015,5062,3,443206.750787795
2015,5070,1,5287512.20554113
2015,5070,2,5549132.82394409
2015,5070,3,2635066.8631494
2015,5071,1,889336.515683681
2015,5071,2,933339.935727417
2015,5071,3,443206.750787795
2015,5080,1,2458789.3858552
2015,5080,2,2580447.58811593
2015,5080,3,1225354.03352231
2015,5081,1,418533.250922337
2015,5081,2,439241.848653182
2015,5081,3,208578.8291879
2015,5204,1,108814038.336277
2015,5204,2,114198043.942451
2015,5204,3,54228197.7832317
2015,5205,1,17998715.8626318
2015,5205,2,18889274.4481564
2015,5205,3,8969780.05766869
2015,5216,1,108816020.190716
2015,5216,2,114200130.105019
2015,5216,3,54229188.7104511
2015,5217,1,17999505.6241751
2015,5217,2,18890101.4626026
2015,5217,3,8970173.07579517
2015,5225,1,108813874.423504
2015,5225,2,114197872.579098
2015,5225,3,54228115.8268452
2015,5226,1,17998684.1976643
2015,5226,2,18889240.9205437
2015,5226,3,8969764.22518492
2015,5233,1,4200596.36235237
2015,5233,2,4408437.75868416
2015,5233,3,2093395.21825314
2015,5234,1,706102.757249027
2015,5234,2,741039.984859526
2015,5234,3,351891.008904204
2015,5243,1,4200596.36235237
2015,5243,2,4408437.75868416
2015,5243,3,2093395.21825314
2015,5244,1,706102.757249027
2015,5244,2,741039.984859526
2015,5244,3,351891.008904204
2015,5252,1,4200596.36235237
2015,5252,2,4408437.75868416
2015,5252,3,2093395.21825314
2015,5253,1,706102.757249027
2015,5253,2,741039.984859526
2015,5253,3,351891.008904204
2015,5261,1,4200596.36235237
2015,5261,2,4408437.75868416
2015,5261,3,2093395.21825314
2015,5262,1,706102.757249027
2015,5262,2,741039.984859526
2015,5262,3,351891.008904204
2015,5270,1,4200596.36235237
2015,5270,2,4408437.75868416
2015,5270,3,2093395.21825314
2015,5271,1,706102.757249027
2015,5271,2,741039.984859526
2015,5271,3,351891.008904204
2015,5280,1,2151184.48249996
2015,5280,2,2257623.01124632
2015,5280,3,1072057.17358738
2015,5281,1,364733.423339203
2015,5281,2,382780.039217323
2015,5281,3,181767.318281345
2015,5404,1,43855022.6390362
2015,5404,2,46024926.006794
2015,5404,3,21855441.853404
2015,5405,1,7261143.5316503
2015,5405,2,7620417.51295328
2015,5405,3,3618639.19533789
2015,5416,1,43856956.0647011
2015,5416,2,46026952.5647163
2015,5416,3,21856404.8409462
2015,5417,1,7261904.88785505
2015,5417,2,7621216.5877223
2015,5417,3,3619018.4764564
2015,5425,1,43855044.990778
2015,5425,2,46024948.3585358
2015,5425,3,21855453.0292749
2015,5426,1,7261184.97550488
2015,5426,2,7620460.819453
2015,5426,3,3618659.68443453
2015,5433,1,1724629.89576161
2015,5433,2,1809962.79232204
2015,5433,3,859480.758663267
2015,5434,1,289870.513370261
2015,5434,2,304213.026538491
2015,5434,3,144458.89974013
2015,5443,1,1724629.89576161
2015,5443,2,1809962.79232204
2015,5443,3,859480.758663267
2015,5444,1,289870.513370261
2015,5444,2,304213.026538491
2015,5444,3,144458.89974013
2015,5452,1,1724629.89576161
2015,5452,2,1809962.79232204
2015,5452,3,859480.758663267
2015,5453,1,289870.513370261
2015,5453,2,304213.026538491
2015,5453,3,144458.89974013
2015,5461,1,1724629.89576161
2015,5461,2,1809962.79232204
2015,5461,3,859480.758663267
2015,5462,1,289870.513370261
2015,5462,2,304213.026538491
2015,5462,3,144458.89974013
2015,5470,1,1724629.89576161
2015,5470,2,1809962.79232204
2015,5470,3,859480.758663267
2015,5471,1,289870.513370261
2015,5471,2,304213.026538491
2015,5471,3,144458.89974013
2015,5480,1,617801.502812654
2015,5480,2,648369.663394988
2015,5480,3,307885.464280844
2015,5481,1,106320.716440678
2015,5481,2,111581.350211054
2015,5481,3,52985.6333741918
2015,5604,1,30308241.0246134
2015,5604,2,31807862.2221947
2015,5604,3,15104313.3810163
2015,5605,1,5020668.26447845
2015,5605,2,5269085.98840237
2015,5605,3,2502083.31272006
2015,5616,1,30310068.2795048
2015,5616,2,31809780.7466984
2015,5616,3,15105224.2144942
2015,5617,1,5021383.98587704
2015,5617,2,5269837.10005879
2015,5617,3,2502440.24209678
2015,5625,1,30308261.51371
2015,5625,2,31807884.5739365
2015,5625,3,15104323.6255646
2015,5626,1,5020707.38002658
2015,5626,2,5269126.96659565
2015,5626,3,2502102.87049413
2015,5633,1,1195668.94136369
2015,5633,2,1254829.34527099
2015,5633,3,595869.55467239
2015,5634,1,200988.171854988
2015,5634,2,210932.863410562
2015,5634,3,100163.793831598
2015,5643,1,1195668.94136369
2015,5643,2,1254829.34527099
2015,5643,3,595869.55467239
2015,5644,1,200988.171854988
2015,5644,2,210932.863410562
2015,5644,3,100163.793831598
2015,5652,1,1195668.94136369
2015,5652,2,1254829.34527099
2015,5652,3,595869.55467239
2015,5653,1,200988.171854988
2015,5653,2,210932.863410562
2015,5653,3,100163.793831598
2015,5661,1,1195668.94136369
2015,5661,2,1254829.34527099
2015,5661,3,595869.55467239
2015,5662,1,200988.171854988
2015,5662,2,210932.863410562
2015,5662,3,100163.793831598
2015,5670,1,1195668.94136369
2015,5670,2,1254829.34527099
2015,5670,3,595869.55467239
2015,5671,1,200988.171854988
2015,5671,2,210932.863410562
2015,5671,3,100163.793831598
2015,5680,1,400589.40066956
2015,5680,2,420410.156948492
2015,5680,3,199636.400793679
2015,5681,1,69180.9254931286
2015,5681,2,72603.9288565516
2015,5681,3,34476.7759088427
2015,5804,1,66664785.1467133
2015,5804,2,69963291.2874222
2015,5804,3,33222839.2362595
2015,5805,1,11020979.8440337
2015,5805,2,11566285.9752774
2015,5805,3,5492378.49190831
2015,5816,1,66665276.8850327
2015,5816,2,69963805.3774834
2015,5816,3,33223085.1054192
2015,5817,1,11021179.1470647
2015,5817,2,11566496.4541793
2015,5817,3,5492478.1434238
2015,5825,1,66664718.0914879
2015,5825,2,69963224.2321968
2015,5825,3,33222805.7086468
2015,5826,1,11020961.2175822
2015,5826,2,11566267.3488259
2015,5826,3,5492369.64434385
2015,5833,1,2542953.23975384
2015,5833,2,2668776.08373761
2015,5833,3,1267297.6590693
2015,5834,1,427508.63940455
2015,5834,2,448661.332484335
2015,5834,3,213051.767786965
2015,5843,1,2542953.23975384
2015,5843,2,2668776.08373761
2015,5843,3,1267297.6590693
2015,5844,1,427508.63940455
2015,5844,2,448661.332484335
2015,5844,3,213051.767786965
2015,5852,1,2542953.23975384
2015,5852,2,2668776.08373761
2015,5852,3,1267297.6590693
2015,5853,1,427508.63940455
2015,5853,2,448661.332484335
2015,5853,3,213051.767786965
2015,5861,1,2542953.23975384
2015,5861,2,2668776.08373761
2015,5861,3,1267297.6590693
2015,5862,1,427508.63940455
2015,5862,2,448661.332484335
2015,5862,3,213051.767786965
2015,5870,1,2542953.23975384
2015,5870,2,2668776.08373761
2015,5870,3,1267297.6590693
2015,5871,1,427508.63940455
2015,5871,2,448661.332484335
2015,5871,3,213051.767786965
2015,5880,1,1560424.68734086
2015,5880,2,1637632.84217566
2015,5880,3,777648.005168885
2015,5881,1,263046.415057033
2015,5881,2,276061.706244946
2015,5881,3,131090.928334743
2015,9070,1,288116246.461868
2015,9070,2,296563655.138016
2015,9070,3,131263151.76487
2015,9090,1,284331589.93721
2015,9090,2,292668014.764786
2015,9090,3,129538893.699646
2015,9100,1,284331589.93721
2015,9100,2,292668014.764786
2015,9100,3,129538893.699646
2015,9110,1,284331589.93721
2015,9110,2,292668014.764786
2015,9110,3,129538893.699646
2015,9120,1,1831888318.06183
2015,9120,2,1885598301.88751
2015,9120,3,834591686.725616
2015,9130,1,109394714.236259
2015,9130,2,112602107.226849
2015,9130,3,49839239.5675182
2015,9150,1,109394714.236259
2015,9150,2,112602107.226849
2015,9150,3,49839239.5675182
2015,9160,1,109394714.236259
2015,9160,2,112602107.226849
2015,9160,3,49839239.5675182
2015,9170,1,109394714.236259
2015,9170,2,112602107.226849
2015,9170,3,49839239.5675182
2015,9181,1,1444091439.24713
2015,9181,2,1486431360.24475
2015,9181,3,657914936.542511
2015,9190,1,12399706.0582042
2015,9190,2,12763258.0697536
2015,9190,3,5649193.65569949
2015,9210,1,12399706.0582042
2015,9210,2,12763258.0697536
2015,9210,3,5649193.65569949
2015,9220,1,12399706.0582042
2015,9220,2,12763258.0697536
2015,9220,3,5649193.65569949
2015,9230,1,12399706.0582042
2015,9230,2,12763258.0697536
2015,9230,3,5649193.65569949
2015,9240,1,991217434.406281
2015,9240,2,1020279407.50122
2015,9240,3,451589643.955231
2015,9250,1,32492596.6560841
2015,9250,2,33445261.4188194
2015,9250,3,14803331.3453197
2015,9270,1,11516820.6393719
2015,9270,2,11854487.4712825
2015,9270,3,5246959.16101336
2015,9275,1,1502627.15760618
2015,9275,2,1546683.37199837
2015,9275,3,684583.268593997
2015,9280,1,11516820.6393719
2015,9280,2,11854487.4712825
2015,9280,3,5246959.16101336
2015,9290,1,11516820.6393719
2015,9290,2,11854487.4712825
2015,9290,3,5246959.16101336
2015,9295,1,2760497.15466797
2015,9295,2,2841433.51018429
2015,9295,3,1257657.53909945
2015,9300,1,1337329983.71124
2015,9300,2,1376539826.39313
2015,9300,3,609275400.63858
2015,9302,1,153272926.807404
2015,9302,2,157766804.099083
2015,9302,3,69829754.5313835
2015,9305,1,2358126640.31982
2015,9305,2,2427265644.07349
2015,9305,3,1074341058.73108
2015,9310,1,8302113.0412817
2015,9310,2,8545526.30335093
2015,9310,3,3782367.3337698
2015,9330,1,8302113.0412817
2015,9330,2,8545526.30335093
2015,9330,3,3782367.3337698
2015,9340,1,8302113.0412817
2015,9340,2,8545526.30335093
2015,9340,3,3782367.3337698
2015,9350,1,8302113.0412817
2015,9350,2,8545526.30335093
2015,9350,3,3782367.3337698
2015,9360,1,982715785.503387
2015,9360,2,1011528491.97388
2015,9360,3,447716385.126114
2015,9362,1,69897413.2537842
2015,9362,2,71946769.952774
2015,9362,3,31844627.1121502
2015,9460,1,116629742.085934
2015,9460,2,120049268.007278
2015,9460,3,53135454.6546936
2015,9470,1,50587352.3652554
2015,9470,2,52070546.8952656
2015,9470,3,23047138.0054951
2015,9510,1,337719.626259059
2015,9510,2,347621.38966471
2015,9510,3,153861.998114735
2015,9630,2,68649560.213089
2015,9640,2,115148805.081844
2015,9660,2,0.518382115011207
2015,9670,2,42571630.3288937
2015,9691,2,18.1522317177496
2015,9700,2,68649560.213089
2015,9720,2,68649560.213089
2015,9810,2,70679873.2280731
2015,9811,2,42076.9210904837
2015,9850,2,14227326.028049
2015,9852,2,7550564.59456682
2015,9853,2,2244946.77968323
2015,10200,1,609115779.399872
2015,10200,2,639254212.379456
2015,10200,3,303556889.295578
2015,10230,1,1624089.78212625
2015,10230,2,1704448.13556969
2015,10230,3,809375.95339492
2015,10240,1,527645.577676594
2015,10240,2,553752.935957164
2015,10240,3,262955.669313669
2015,10250,1,1624089.78212625
2015,10250,2,1704448.13556969
2015,10250,3,809375.95339492
2015,10260,1,1624089.78212625
2015,10260,2,1704448.13556969
2015,10260,3,809375.95339492
2015,10300,1,244828.610448167
2015,10300,2,256942.468695343
2015,10300,3,122011.959319934
2015,10360,1,773106.585256755
2015,10360,2,811359.088402241
2015,10360,3,385282.794013619
2015,10390,1,11693314.6491647
2015,10390,2,12271887.6227736
2015,10390,3,5827440.88023901
2015,10391,1,1624089.78212625
2015,10391,2,1704448.13556969
2015,10391,3,809375.95339492
2015,10410,1,304557889.699936
2015,10410,2,319627106.189728
2015,10410,3,151778444.647789
2015,10452,1,10802477.5981903
2015,10452,2,11336972.9369879
2015,10452,3,5383486.39383912
2015,10453,1,35785295.0692177
2015,10453,2,37555918.097496
2015,10453,3,17833840.1019573
2015,10460,1,37947501.9872189
2015,10460,2,39825107.9022884
2015,10460,3,18911389.6340132
2015,10462,1,35641901.1950493
2015,10462,2,37405423.8200188
2015,10462,3,17762377.8581619
2015,10520,1,118336603.045464
2015,10520,2,124191775.918007
2015,10520,3,58973830.1932812
2015,10540,1,429997.977335006
2015,10540,2,451273.837825283
2015,10540,3,214292.347664014
2015,10550,1,137186.900246888
2015,10550,2,143974.757520482
2015,10550,3,68367.9973008111
2015,10551,1,429997.977335006
2015,10551,2,451273.837825283
2015,10551,3,214292.347664014
2015,10560,1,118336603.045464
2015,10560,2,124191775.918007
2015,10560,3,58973830.1932812
2015,10570,1,118336603.045464
2015,10570,2,124191775.918007
2015,10570,3,58973830.1932812
2015,10590,1,122137777.507305
2015,10590,2,128181025.385857
2015,10590,3,60868173.8376617
2015,10591,1,429997.977335006
2015,10591,2,451273.837825283
2015,10591,3,214292.347664014
2015,10610,1,14326185.9193444
2015,10610,2,15035030.4320455
2015,10610,3,7139550.05630851
2015,10670,1,7151811.38366461
2015,10670,2,7505675.77779293
2015,10670,3,3564152.6337713
2015,10671,1,753702.886868268
2015,10671,2,790995.371062309
2015,10671,3,375612.842617556
2015,10682,1,25608967.9896832
2015,10682,2,26876073.3306408
2015,10682,3,12762399.3903399
2015,10720,1,753702.886868268
2015,10720,2,790995.371062309
2015,10720,3,375612.842617556
2015,10730,1,240473.222220317
2015,10730,2,252371.595706791
2015,10730,3,119841.432024259
2015,10731,1,753702.886868268
2015,10731,2,790995.371062309
2015,10731,3,375612.842617556
2015,14002,1,5974077.61961222
2015,14002,2,6269668.69458556
2015,14002,3,2977221.2728858
2015,14003,1,19779760.3905201
2015,14003,2,20758442.5806999
2015,14003,3,9857375.17476082
2015,14014,1,6585382.39076734
2015,14014,2,6911220.49465775
2015,14014,3,3281868.99423599
2015,14015,1,21138122.305274
2015,14015,2,22184014.3203735
2015,14015,3,10534323.7519264
2015,14024,1,19700389.3554211
2015,14024,2,20675143.2269812
2015,14024,3,9817820.04237175
