EmissionID,Year,TechID,ED_PFix,Value,Unit
1,2012,10,,0.007856110622000001,Mg
1,2012,20,,3.345638e-9,Mg
1,2012,25,,2.2919529299999998e-4,Mg
1,2012,30,,0.45292684099999997,Mg
1,2012,40,,0.17946608609999998,Mg
1,2012,70,,0.09800597499000001,Mg
1,2012,80,,6.130404673999999,Mg
1,2012,90,,0.041619497709999995,Mg
1,2012,91,,4.20282e-19,Mg
1,2012,100,,1.741214486,Mg
1,2012,110,,4.414887747000001,Mg
1,2012,120,,3.9204738879999996,Mg
1,2012,130,,0.17165063649999998,Mg
1,2012,140,,13.57403891,Mg
1,2012,150,,0.07517044178,Mg
1,2012,160,,2.5921417730000003,Mg
1,2012,161,,0.005050687238000001,Mg
1,2012,170,,10.22455377,Mg
1,2012,181,,8.553773752,Mg
1,2012,190,,0.026421975990000002,Mg
1,2012,191,,0.005920833704999999,Mg
1,2012,200,,7.220083775,Mg
1,2012,210,,0.0128021691,Mg
1,2012,220,,0.5214435261,Mg
1,2012,230,,3.162957553,Mg
1,2012,240,,3.6811461010000004,Mg
1,2012,250,,0.02005854901,Mg
1,2012,260,,6.757975558999999,Mg
1,2012,261,,8.045261475999999e-4,Mg
1,2012,265,,6.439968342,Mg
1,2012,270,,0.009599738618000002,Mg
1,2012,275,,1.66503e-20,Mg
1,2012,276,,1.531662321e-4,Mg
1,2012,280,,0.6272065090999999,Mg
1,2012,290,,2.129731562,Mg
1,2012,291,,0.00169669465,Mg
1,2012,295,,2.302434293,Mg
1,2012,300,,3.968065672,Mg
1,2012,302,,0.0035489122960000005,Mg
1,2012,305,,3.293605966,Mg
1,2012,310,,0.0041170475409999996,Mg
1,2012,320,,0.40181678140000004,Mg
1,2012,330,,0.001971843543,Mg
1,2012,340,,0.2504563959,Mg
1,2012,350,,1.157491003,Mg
1,2012,351,,1.5143330000000006e-7,Mg
1,2012,360,,2.374562728,Mg
1,2012,361,,4.202221946999999e-4,Mg
1,2012,362,,9.116816797e-6,Mg
1,2012,363,,5.4986551299999995,Mg
1,2012,385,,1.98145e-11,Mg
1,2012,386,,7.399932872000001e-5,Mg
1,2012,400,,0.07801432464000001,Mg
1,2012,410,,0.001977496174,Mg
1,2012,411,,8.088355545999999e-4,Mg
1,2012,420,,8.803690000000002e-24,Mg
1,2012,430,,5.908266978e-5,Mg
1,2012,431,,0.01184006126,Mg
1,2012,432,,1.0290399999999999e-17,Mg
1,2012,433,,1.1029199999999998e-17,Mg
1,2012,441,,1.8298599999999997e-18,Mg
1,2012,442,,0.011957664710000001,Mg
1,2012,443,,2.4573499999999996e-17,Mg
1,2012,444,,3.3133999999999996e-17,Mg
1,2012,460,,6.346401020999999e-4,Mg
1,2012,461,,0.1065153531,Mg
1,2012,470,,2.870205033999999e-6,Mg
1,2012,471,,0.0388410504,Mg
1,2012,480,,1.52706e-21,Mg
1,2012,510,,2.0779600000000002e-20,Mg
1,2012,515,,0.001485953739,Mg
1,2012,520,,2.0807300000000004e-18,Mg
1,2012,521,,3.6292499999999994e-18,Mg
1,2012,530,,1.4462799999999999e-18,Mg
1,2012,531,,4.16776e-18,Mg
1,2012,540,,1.77477e-18,Mg
1,2012,541,,5.605819999999999e-18,Mg
1,2012,550,,2.7164399999999994e-18,Mg
1,2012,551,,2.85093e-18,Mg
1,2012,600,,4.142549999999999e-22,Mg
1,2012,610,,4.8810700000000005e-21,Mg
1,2012,611,,1.4930883610000004e-4,Mg
1,2012,620,,0.07521744516000001,Mg
1,2012,630,,0.057245363779999996,Mg
1,2012,631,,6.201802967e-4,Mg
1,2012,640,,0.3192470416,Mg
1,2012,641,,1.8623341879999999e-6,Mg
1,2012,660,,1.1573200000000001e-10,Mg
1,2012,670,,0.37117111960000004,Mg
1,2012,680,,6.584378735999999e-5,Mg
1,2012,690,,0.001557635094,Mg
1,2012,691,,2.3733745999999998e-8,Mg
1,2012,700,,0.01945470806,Mg
1,2012,720,,0.0022651745160000005,Mg
1,2012,730,,0.003772766876,Mg
1,2012,810,,0.004818028756,Mg
1,2012,811,,1.7027686729999998e-6,Mg
1,2012,850,,0.0017783622299999996,Mg
1,2012,852,,3.575705309e-5,Mg
1,2012,853,,1.360965526e-5,Mg
1,2012,854,,2.00968e-14,Mg
1,2012,857,,8.342898696e-6,Mg
1,2012,865,,2.456645584e-4,Mg
1,2012,870,,0.25832829230000004,Mg
1,2012,890,,0.8780118149,Mg
1,2012,970,,0.10571926579999999,Mg
1,2012,980,,0.7410557322999999,Mg
1,2012,981,,2.419105079e-4,Mg
1,2012,991,,8.799051261000001e-5,Mg
1,2012,1040,,0.8039510742999999,Mg
1,2012,1041,,1.4033297030000003e-4,Mg
1,2012,1110,,4.7243e-11,Mg
1,2012,1130,,0.6571046688000001,Mg
1,2012,1131,,1.660322646e-4,Mg
1,2012,1132,,0.10843845849999999,Mg
1,2012,1142,,2.426426213e-4,Mg
1,2012,1150,,2.1582976829999996e-5,Mg
1,2012,1151,,6.289478105999999e-4,Mg
1,2012,1152,,0.027419855219999997,Mg
1,2012,1153,,0.1101053278,Mg
1,2012,1158,,0.013032222740000004,Mg
1,2012,1159,,0.09714582118000001,Mg
1,2012,1163,,0.10669553679999999,Mg
1,2012,1164,,9.657927762999999e-5,Mg
1,2012,1166,,0.1030847484,Mg
1,2012,1167,,3.723401096000001e-5,Mg
1,2012,1168,,6.63668806e-7,Mg
1,2012,1180,,4.900735049999999e-6,Mg
1,2012,1200,,0.02851994826,Mg
1,2012,1220,,2.075679996,Mg
1,2012,1221,,7.093239752999998e-5,Mg
1,2012,1230,,4.7777757000000005e-8,Mg
1,2012,1240,,0.008843208568000001,Mg
1,2012,1300,,3.3345e-10,Mg
1,2012,1301,,6.280635117e-5,Mg
1,2012,1320,,0.2267500065,Mg
1,2012,1340,,0.9397547830999999,Mg
1,2012,1360,,1.241246848e-5,Mg
1,2012,1365,,7.439019502e-4,Mg
1,2012,1390,,1.926793891,Mg
1,2012,1391,,3.439850312999999e-6,Mg
1,2012,1410,,0.0224046976,Mg
1,2012,1450,,0.19004198439999995,Mg
1,2012,1451,,0.8090025224,Mg
1,2012,1452,,1.6126216740000001,Mg
1,2012,1453,,1.974717134,Mg
1,2012,1460,,2.352991068,Mg
1,2012,1461,,3.319664248e-5,Mg
1,2012,1462,,1.7757274000000003e-8,Mg
1,2012,1471,,1.724162294,Mg
1,2012,1510,,4.220886827e-4,Mg
1,2012,1520,,0.04450395397,Mg
1,2012,1530,,2.058729066,Mg
1,2012,1550,,6.104746762000001e-4,Mg
1,2012,1560,,0.03958270497,Mg
1,2012,1570,,1.18169698,Mg
1,2012,1590,,2.948894485,Mg
1,2012,1591,,4.4242002740000014e-5,Mg
1,2012,1592,,9.949667611e-5,Mg
1,2012,1610,,2.714972222,Mg
1,2012,1612,,0.022451707850000002,Mg
1,2012,1613,,0.009734828579,Mg
1,2012,1630,,3.316159586,Mg
1,2012,1640,,0.07480586418,Mg
1,2012,1650,,1.7688251590000001,Mg
1,2012,1660,,3.7241517400000004,Mg
1,2012,1670,,1.2981573990000002,Mg
1,2012,1671,,1.4388394870000002e-4,Mg
1,2012,1675,,2.133232138,Mg
1,2012,1680,,0.6966735453,Mg
1,2012,1682,,0.02184858735,Mg
1,2012,1685,,0.0016678514899999997,Mg
1,2012,1730,,1.4394999569999995e-4,Mg
1,2012,2010,,0.1106650386,Mg
1,2012,2020,,0.1009861209,Mg
1,2012,2030,,0.03826923433999999,Mg
1,2012,2040,,0.1001424569,Mg
1,2012,2070,,0.43078670199999997,Mg
1,2012,2080,,0.6615622189999999,Mg
1,2012,2090,,0.3584349882,Mg
1,2012,2100,,1.4115284979999998,Mg
1,2012,2110,,0.7453001622000001,Mg
1,2012,2120,,0.4589141269,Mg
1,2012,2130,,0.059479732359999996,Mg
1,2012,2140,,0.028084387500000002,Mg
1,2012,2190,,0.38274894360000006,Mg
1,2012,2210,,0.1971573908,Mg
1,2012,2240,,0.3307941269,Mg
1,2012,2250,,0.25840116700000004,Mg
1,2012,2320,,0.04578624411999999,Mg
1,2012,3010,,1.260475783,Mg
1,2012,3020,,0.09174069624999999,Mg
1,2012,3030,,3.9216568819999997,Mg
1,2012,3040,,0.264765643,Mg
1,2012,4010,,0.0023463810390000005,Mg
1,2012,4040,,0.03197064853,Mg
1,2012,4050,,0.8760808132000001,Mg
1,2012,4060,,0.024953287580000004,Mg
1,2012,4070,,0.12244749649999997,Mg
1,2012,4120,,1.32437403,Mg
1,2012,4130,,20.160802779999997,Mg
1,2012,4140,,0.7576242930999999,Mg
1,2012,4150,,0.7855459473,Mg
1,2012,4200,,2.21892565,Mg
1,2012,4210,,13.78563264,Mg
1,2012,4220,,1.941101363,Mg
1,2012,4230,,0.1403620441,Mg
1,2012,5000,,0.6826479576000001,Mg
1,2012,5001,,0.44930483430000007,Mg
1,2012,5002,,0.6120746296,Mg
1,2012,5003,,0.1224571031,Mg
1,2012,5004,,0.0012277262590000002,Mg
1,2012,5012,,0.8448372476,Mg
1,2012,5013,,0.5551963648000001,Mg
1,2012,5014,,0.7306272916,Mg
1,2012,5015,,0.07369289564,Mg
1,2012,5016,,3.291730863e-5,Mg
1,2012,5024,,1.8573447059999998e-5,Mg
1,2012,5025,,9.456246506e-4,Mg
1,2012,5033,,1.583693927e-4,Mg
1,2012,5041,,2.326957777e-4,Mg
1,2012,5051,,6.129021223e-6,Mg
1,2012,5052,,7.366436105999999e-6,Mg
1,2012,5060,,2.0826416700000001e-7,Mg
1,2012,5061,,6.940861089999997e-7,Mg
1,2012,5078,,1.837903927e-4,Mg
1,2012,5079,,0.04974448733,Mg
1,2012,5080,,8.368351825e-4,Mg
1,2012,5200,,0.4416552172,Mg
1,2012,5201,,0.29068841630000003,Mg
1,2012,5202,,0.395996194,Mg
1,2012,5203,,0.07922651853999998,Mg
1,2012,5204,,7.943062965999999e-4,Mg
1,2012,5212,,0.5465875165,Mg
1,2012,5213,,0.3591973902,Mg
1,2012,5214,,0.4726966539,Mg
1,2012,5215,,0.04767737896,Mg
1,2012,5216,,2.1296629879999993e-5,Mg
1,2012,5224,,1.2016533840000002e-5,Mg
1,2012,5225,,6.11794252e-4,Mg
1,2012,5233,,1.0246082730000001e-4,Mg
1,2012,5241,,1.5054804740000002e-4,Mg
1,2012,5251,,3.965315835e-6,Mg
1,2012,5252,,4.76589098e-6,Mg
