Year,TripLenID,MSModeID,Value
2022,1,1,56.96324
2022,1,2,1.483045
2022,1,3,11.305010000000001
2022,1,4,6.9960770000000005
2022,1,5,0.20742120000000003
2022,1,6,1.2424239999999998
2022,1,7,0
2022,1,8,0
2022,1,9,0.2722858
2022,1,10,0.3320912999999999
2022,1,11,0.01435041
2022,1,12,0.0069649659999999995
2022,2,1,58.53
2022,2,2,8.439376
2022,2,3,68.81139
2022,2,4,41.62736
2022,2,5,1.7015009999999997
2022,2,6,13.5003
2022,2,7,0
2022,2,8,0.08962988
2022,2,9,1.9273359999999997
2022,2,10,3.56123
2022,2,11,0.2969280000000001
2022,2,12,0.27702140000000003
2022,3,1,35.98834
2022,3,2,21.774150000000002
2022,3,3,357.0672
2022,3,4,198.88510000000002
2022,3,5,10.49449
2022,3,6,83.31239
2022,3,7,0.054250080000000006
2022,3,8,4.416777000000001
2022,3,9,13.00234
2022,3,10,18.56409
2022,3,11,2.928276
2022,3,12,8.759314
2022,4,1,8.670033
2022,4,2,17.31979
2022,4,3,530.2143000000001
2022,4,4,286.0517
2022,4,5,14.50004
2022,4,6,99.70161000000002
2022,4,7,0.17722790000000002
2022,4,8,27.743519999999997
2022,4,9,25.43607
2022,4,10,22.16859
2022,4,11,5.095135999999999
2022,4,12,28.075239999999997
2022,5,1,7.922934999999999
2022,5,2,11.83779
2022,5,3,847.1199
2022,5,4,425.5469
2022,5,5,16.318900000000003
2022,5,6,88.8011
2022,5,7,2.313287
2022,5,8,114.0407
2022,5,9,40.230290000000004
2022,5,10,21.604870000000005
2022,5,11,5.108949
2022,5,12,40.97502
2022,6,1,2.3898699999999997
2022,6,2,3.307941
2022,6,3,505.52139999999997
2022,6,4,265.7778
2022,6,5,10.934069999999998
2022,6,6,21.691070000000003
2022,6,7,6.779605000000001
2022,6,8,147.2626
2022,6,9,27.14515
2022,6,10,8.268524999999999
2022,6,11,1.16107
2022,6,12,13.83581
2022,7,1,0.913155
2022,7,2,0.3210546
2022,7,3,365.375
2022,7,4,246.82840000000004
2022,7,5,3.4646619999999997
2022,7,6,4.655723999999999
2022,7,7,17.426489999999998
2022,7,8,141.95340000000002
2022,7,9,27.785769999999996
2022,7,10,2.589269
2022,7,11,0.40897250000000007
2022,7,12,2.8966099999999995
2022,8,1,0.5927572999999999
2022,8,2,0.15650150000000002
2022,8,3,384.4959999999999
2022,8,4,325.49709999999993
2022,8,5,2.138029
2022,8,6,2.690023
2022,8,7,58.55437
2022,8,8,236.62030000000001
2022,8,9,27.72165
2022,8,10,3.761879
2022,8,11,13.804450000000001
2022,8,12,2.828112
2023,1,1,57.33387999999999
2023,1,2,1.5880239999999999
2023,1,3,10.745969999999998
2023,1,4,6.764863
2023,1,5,0.29191220000000007
2023,1,6,1.390597
2023,1,7,0
2023,1,8,0
2023,1,9,0.2722858
2023,1,10,0.41405990000000004
2023,1,11,0.01435041
2023,1,12,0.0069649659999999995
2023,2,1,60.630770000000005
2023,2,2,9.561447000000001
2023,2,3,64.81787
2023,2,4,40.42629
2023,2,5,2.374519
2023,2,6,14.264
2023,2,7,0
2023,2,8,0.08962988
2023,2,9,2.184015
2023,2,10,3.839587
2023,2,11,0.2969280000000001
2023,2,12,0.27702140000000003
2023,3,1,39.282520000000005
2023,3,2,24.737800000000004
2023,3,3,341.96349999999995
2023,3,4,193.2564
2023,3,5,14.1619
2023,3,6,85.13837999999998
2023,3,7,0.054250080000000006
2023,3,8,4.416777000000001
2023,3,9,17.02991
2023,3,10,22.26715
2023,3,11,2.928276
2023,3,12,10.00994
2023,4,1,8.670033
2023,4,2,18.985339999999994
2023,4,3,507.1615
2023,4,4,283.3635
2023,4,5,18.97928
2023,4,6,103.07249999999999
2023,4,7,0.17722790000000002
2023,4,8,27.743519999999997
2023,4,9,33.42646
2023,4,10,27.778329999999997
2023,4,11,5.095135999999999
2023,4,12,30.70038
2023,5,1,7.922934999999999
2023,5,2,11.83779
2023,5,3,815.2391
2023,5,4,425.282
2023,5,5,18.01041
2023,5,6,94.75976999999999
2023,5,7,2.313287
2023,5,8,118.0943
2023,5,9,50.032140000000005
2023,5,10,28.135890000000003
2023,5,11,5.108949
2023,5,12,45.0841
2023,6,1,2.3898699999999997
2023,6,2,3.307941
2023,6,3,489.3878
2023,6,4,265.84280000000007
2023,6,5,10.934069999999998
2023,6,6,21.691070000000003
2023,6,7,7.583042000000001
2023,6,8,151.27979999999997
2023,6,9,35.179520000000004
2023,6,10,8.268524999999999
2023,6,11,1.16107
2023,6,12,17.04956
2023,7,1,0.913155
2023,7,2,0.3210546
2023,7,3,354.5376
2023,7,4,247.5467
2023,7,5,3.4646619999999997
2023,7,6,4.655723999999999
2023,7,7,20.588699999999996
2023,7,8,147.0129
2023,7,9,29.6831
2023,7,10,2.589269
2023,7,11,0.40897250000000007
2023,7,12,2.8966099999999995
2023,8,1,0.5927572999999999
2023,8,2,0.15650150000000002
2023,8,3,372.6591
2023,8,4,321.77049999999997
2023,8,5,2.138029
2023,8,6,2.690023
2023,8,7,64.51151000000002
2023,8,8,244.14409999999998
2023,8,9,29.945009999999996
2023,8,10,3.761879
2023,8,11,13.663590000000001
2023,8,12,2.828112
2024,1,1,57.70452
2024,1,2,1.693003
2024,1,3,10.18693
2024,1,4,6.533649000000001
2024,1,5,0.3764031
2024,1,6,1.53877
2024,1,7,0
2024,1,8,0
2024,1,9,0.2722858
2024,1,10,0.49602850000000004
2024,1,11,0.01435041
2024,1,12,0.0069649659999999995
2024,2,1,62.73154
2024,2,2,10.68352
2024,2,3,60.82435
2024,2,4,39.22522000000001
2024,2,5,3.0475370000000006
2024,2,6,15.02769
2024,2,7,0
2024,2,8,0.08962988
2024,2,9,2.440693
2024,2,10,4.117944999999999
2024,2,11,0.2969280000000001
2024,2,12,0.27702140000000003
2024,3,1,42.5767
2024,3,2,27.701439999999998
2024,3,3,326.85980000000006
2024,3,4,187.6276
2024,3,5,17.82931
2024,3,6,86.96436000000001
2024,3,7,0.054250080000000006
2024,3,8,4.416777000000001
2024,3,9,21.05748
2024,3,10,25.970209999999998
2024,3,11,2.928276
2024,3,12,11.26056
2024,4,1,8.670033
2024,4,2,20.650890000000004
2024,4,3,484.1087
2024,4,4,280.6752
2024,4,5,23.458529999999996
2024,4,6,106.44350000000001
2024,4,7,0.17722790000000002
2024,4,8,27.743519999999997
2024,4,9,41.41685999999999
2024,4,10,33.388079999999995
2024,4,11,5.095135999999999
2024,4,12,33.32553000000001
2024,5,1,7.922934999999999
2024,5,2,11.83779
2024,5,3,783.3581999999999
2024,5,4,425.01709999999997
2024,5,5,19.70192
2024,5,6,100.7184
2024,5,7,2.313287
2024,5,8,122.1479
2024,5,9,59.833999999999996
2024,5,10,34.66691000000001
2024,5,11,5.108949
2024,5,12,49.19319000000001
2024,6,1,2.3898699999999997
2024,6,2,3.307941
2024,6,3,473.2541
2024,6,4,265.9077
2024,6,5,10.934069999999998
2024,6,6,21.691070000000003
2024,6,7,8.386478
2024,6,8,155.297
2024,6,9,43.21389
2024,6,10,8.268524999999999
2024,6,11,1.16107
2024,6,12,20.263309999999997
2024,7,1,0.913155
2024,7,2,0.3210546
2024,7,3,343.7002
2024,7,4,248.265
2024,7,5,3.4646619999999997
2024,7,6,4.655723999999999
2024,7,7,23.75091
2024,7,8,152.07240000000002
2024,7,9,31.580419999999997
2024,7,10,2.589269
2024,7,11,0.40897250000000007
2024,7,12,2.8966099999999995
2024,8,1,0.5927572999999999
2024,8,2,0.15650150000000002
2024,8,3,360.8221
2024,8,4,318.0439
2024,8,5,2.138029
2024,8,6,2.690023
2024,8,7,70.46864000000001
2024,8,8,251.668
2024,8,9,32.16837000000001
2024,8,10,3.761879
2024,8,11,13.522730000000001
2024,8,12,2.828112
2025,1,1,58.075160000000004
2025,1,2,1.797982
2025,1,3,9.627889999999999
2025,1,4,6.302435999999999
2025,1,5,0.460894
2025,1,6,1.686943
2025,1,7,0
2025,1,8,0
2025,1,9,0.2722858
2025,1,10,0.5779971
2025,1,11,0.01435041
2025,1,12,0.0069649659999999995
2025,2,1,64.83230999999999
2025,2,2,11.805590000000002
2025,2,3,56.83083
2025,2,4,38.024150000000006
2025,2,5,3.720555
2025,2,6,15.791389999999998
2025,2,7,0
2025,2,8,0.08962988
2025,2,9,2.697372
2025,2,10,4.396302
2025,2,11,0.2969280000000001
2025,2,12,0.27702140000000003
2025,3,1,45.87087999999999
2025,3,2,30.66508
2025,3,3,311.75609999999995
2025,3,4,181.99890000000002
2025,3,5,21.496729999999996
2025,3,6,88.79034
2025,3,7,0.054250080000000006
2025,3,8,4.416777000000001
2025,3,9,25.085039999999996
2025,3,10,29.673270000000002
2025,3,11,2.928276
2025,3,12,12.51119
2025,4,1,8.670033
2025,4,2,22.31644
2025,4,3,461.0559
2025,4,4,277.98699999999997
2025,4,5,27.93777
2025,4,6,109.8144
2025,4,7,0.17722790000000002
2025,4,8,27.743519999999997
2025,4,9,49.407259999999994
2025,4,10,38.99783
2025,4,11,5.095135999999999
2025,4,12,35.950669999999995
2025,5,1,7.922934999999999
2025,5,2,11.83779
2025,5,3,751.4774
2025,5,4,424.7523
2025,5,5,21.39342
2025,5,6,106.6771
2025,5,7,2.313287
2025,5,8,126.20150000000001
2025,5,9,69.63584999999999
2025,5,10,41.19793000000001
2025,5,11,5.108949
2025,5,12,53.302279999999996
2025,6,1,2.3898699999999997
2025,6,2,3.307941
2025,6,3,457.1205
2025,6,4,265.9726
2025,6,5,10.934069999999998
2025,6,6,21.691070000000003
2025,6,7,9.189915
2025,6,8,159.3142
2025,6,9,51.24826
2025,6,10,8.268524999999999
2025,6,11,1.16107
2025,6,12,23.477050000000002
2025,7,1,0.913155
2025,7,2,0.3210546
2025,7,3,332.86280000000005
2025,7,4,248.98340000000002
2025,7,5,3.4646619999999997
2025,7,6,4.655723999999999
2025,7,7,26.91312
2025,7,8,157.132
2025,7,9,33.47775
2025,7,10,2.589269
2025,7,11,0.40897250000000007
2025,7,12,2.8966099999999995
2025,8,1,0.5927572999999999
2025,8,2,0.15650150000000002
2025,8,3,348.98519999999996
2025,8,4,314.3173
2025,8,5,2.138029
2025,8,6,2.690023
2025,8,7,76.42576999999999
2025,8,8,259.1919
2025,8,9,34.39173
2025,8,10,3.761879
2025,8,11,13.38187
2025,8,12,2.828112
2026,1,1,58.4458
2026,1,2,1.9029609999999997
2026,1,3,9.068850999999999
2026,1,4,6.0712220000000015
2026,1,5,0.5453849
2026,1,6,1.835116
2026,1,7,0
2026,1,8,0
2026,1,9,0.2722858
2026,1,10,0.6599658
2026,1,11,0.01435041
2026,1,12,0.0069649659999999995
2026,2,1,66.93307
2026,2,2,12.92766
2026,2,3,52.83732
2026,2,4,36.82308
2026,2,5,4.393572
2026,2,6,16.55508
2026,2,7,0
2026,2,8,0.08962988
2026,2,9,2.9540499999999996
2026,2,10,4.674659
2026,2,11,0.2969280000000001
2026,2,12,0.27702140000000003
2026,3,1,49.165060000000004
2026,3,2,33.62872000000001
2026,3,3,296.65240000000006
2026,3,4,176.3701
2026,3,5,25.16414
2026,3,6,90.61634
2026,3,7,0.054250080000000006
2026,3,8,4.416777000000001
2026,3,9,29.11261
2026,3,10,33.37633
2026,3,11,2.928276
2026,3,12,13.761809999999999
2026,4,1,8.670033
2026,4,2,23.981999999999996
2026,4,3,438.00309999999996
2026,4,4,275.29879999999997
2026,4,5,32.417019999999994
2026,4,6,113.18529999999998
2026,4,7,0.17722790000000002
2026,4,8,27.743519999999997
2026,4,9,57.397659999999995
2026,4,10,44.60757
2026,4,11,5.095135999999999
2026,4,12,38.575810000000004
2026,5,1,7.922934999999999
2026,5,2,11.83779
2026,5,3,719.5965
2026,5,4,424.4874
2026,5,5,23.08493
2026,5,6,112.63579999999999
2026,5,7,2.313287
2026,5,8,130.2551
2026,5,9,79.43771000000001
2026,5,10,47.72895000000001
2026,5,11,5.108949
2026,5,12,57.411359999999995
2026,6,1,2.3898699999999997
2026,6,2,3.307941
2026,6,3,440.98679999999996
2026,6,4,266.03749999999997
2026,6,5,10.934069999999998
2026,6,6,21.691070000000003
2026,6,7,9.993352
2026,6,8,163.33130000000003
2026,6,9,59.28262
2026,6,10,8.268524999999999
2026,6,11,1.16107
2026,6,12,26.690800000000003
2026,7,1,0.913155
2026,7,2,0.3210546
2026,7,3,322.02549999999997
2026,7,4,249.7017
2026,7,5,3.4646619999999997
2026,7,6,4.655723999999999
2026,7,7,30.075329999999997
2026,7,8,162.1915
2026,7,9,35.37507
2026,7,10,2.589269
2026,7,11,0.40897250000000007
2026,7,12,2.8966099999999995
2026,8,1,0.5927572999999999
2026,8,2,0.15650150000000002
2026,8,3,337.1483
2026,8,4,310.5908
2026,8,5,2.138029
2026,8,6,2.690023
2026,8,7,82.38291
2026,8,8,266.7158
2026,8,9,36.61509
2026,8,10,3.761879
2026,8,11,13.240999999999998
2026,8,12,2.828112
2027,1,1,58.81643999999999
2027,1,2,2.007941
2027,1,3,8.509812
2027,1,4,5.840009
2027,1,5,0.6298759
2027,1,6,1.9832889999999999
2027,1,7,0
2027,1,8,0
2027,1,9,0.2722858
2027,1,10,0.7419344
2027,1,11,0.01435041
2027,1,12,0.0069649659999999995
2027,2,1,69.03384
2027,2,2,14.04973
2027,2,3,48.843799999999995
2027,2,4,35.62201000000001
2027,2,5,5.06659
2027,2,6,17.31878
2027,2,7,0
2027,2,8,0.08962988
2027,2,9,3.210728
2027,2,10,4.953017
2027,2,11,0.2969280000000001
2027,2,12,0.27702140000000003
2027,3,1,52.459239999999994
2027,3,2,36.59237000000001
2027,3,3,281.5487
2027,3,4,170.7413
2027,3,5,28.831550000000004
2027,3,6,92.44233
2027,3,7,0.054250080000000006
2027,3,8,4.416777000000001
2027,3,9,33.14018
2027,3,10,37.079390000000004
2027,3,11,2.928276
2027,3,12,15.012440000000002
2027,4,1,8.670033
2027,4,2,25.647550000000003
2027,4,3,414.95029999999997
2027,4,4,272.61060000000003
2027,4,5,36.89627
2027,4,6,116.5562
2027,4,7,0.17722790000000002
2027,4,8,27.743519999999997
2027,4,9,65.38804999999999
2027,4,10,50.21732
2027,4,11,5.095135999999999
2027,4,12,41.200950000000006
2027,5,1,7.922934999999999
2027,5,2,11.83779
2027,5,3,687.7156
2027,5,4,424.22249999999997
2027,5,5,24.776439999999997
2027,5,6,118.59440000000001
2027,5,7,2.313287
2027,5,8,134.30870000000002
2027,5,9,89.23956000000001
2027,5,10,54.25997
2027,5,11,5.108949
2027,5,12,61.520450000000004
2027,6,1,2.3898699999999997
2027,6,2,3.307941
2027,6,3,424.8531
2027,6,4,266.1025
2027,6,5,10.934069999999998
2027,6,6,21.691070000000003
2027,6,7,10.79679
2027,6,8,167.3485
2027,6,9,67.31699
2027,6,10,8.268524999999999
2027,6,11,1.16107
2027,6,12,29.90455
2027,7,1,0.913155
2027,7,2,0.3210546
2027,7,3,311.188
2027,7,4,250.42000000000002
2027,7,5,3.4646619999999997
2027,7,6,4.655723999999999
2027,7,7,33.23753000000001
2027,7,8,167.2511
2027,7,9,37.272400000000005
2027,7,10,2.589269
2027,7,11,0.40897250000000007
2027,7,12,2.8966099999999995
2027,8,1,0.5927572999999999
2027,8,2,0.15650150000000002
2027,8,3,325.3114
2027,8,4,306.8641
2027,8,5,2.138029
2027,8,6,2.690023
2027,8,7,88.34004
2027,8,8,274.23969999999997
2027,8,9,38.83845
2027,8,10,3.761879
2027,8,11,13.10014
2027,8,12,2.828112
2028,1,1,59.187079999999995
2028,1,2,2.11292
2028,1,3,7.950774
2028,1,4,5.608795
2028,1,5,0.7143668999999998
2028,1,6,2.1314619999999995
2028,1,7,0
2028,1,8,0
2028,1,9,0.2722858
2028,1,10,0.823903
2028,1,11,0.01435041
2028,1,12,0.0069649659999999995
2028,2,1,71.13461000000001
2028,2,2,15.1718
2028,2,3,44.85027999999999
2028,2,4,34.42094
2028,2,5,5.739607000000001
2028,2,6,18.082479999999997
2028,2,7,0
2028,2,8,0.08962988
2028,2,9,3.467407
2028,2,10,5.231374000000001
2028,2,11,0.2969280000000001
2028,2,12,0.27702140000000003
2028,3,1,55.75341
2028,3,2,39.55601
2028,3,3,266.445
2028,3,4,165.1126
2028,3,5,32.498960000000004
2028,3,6,94.26831
2028,3,7,0.054250080000000006
2028,3,8,4.416777000000001
2028,3,9,37.167750000000005
2028,3,10,40.782450000000004
2028,3,11,2.928276
2028,3,12,16.26306
2028,4,1,8.670033
2028,4,2,27.313100000000002
2028,4,3,391.8975
2028,4,4,269.9224
2028,4,5,41.375510000000006
2028,4,6,119.92720000000001
2028,4,7,0.17722790000000002
2028,4,8,27.743519999999997
2028,4,9,73.37844999999999
2028,4,10,55.827059999999996
2028,4,11,5.095135999999999
2028,4,12,43.826100000000004
2028,5,1,7.922934999999999
2028,5,2,11.83779
2028,5,3,655.8348
2028,5,4,423.9576
2028,5,5,26.467950000000002
2028,5,6,124.5531
2028,5,7,2.313287
2028,5,8,138.36220000000003
2028,5,9,99.04142000000002
2028,5,10,60.79099000000001
2028,5,11,5.108949
2028,5,12,65.62953999999999
2028,6,1,2.3898699999999997
2028,6,2,3.307941
2028,6,3,408.7195
2028,6,4,266.16740000000004
2028,6,5,10.934069999999998
2028,6,6,21.691070000000003
2028,6,7,11.60023
2028,6,8,171.3657
2028,6,9,75.35136
2028,6,10,8.268524999999999
2028,6,11,1.16107
2028,6,12,33.11829
2028,7,1,0.913155
2028,7,2,0.3210546
2028,7,3,300.35060000000004
2028,7,4,251.13840000000002
2028,7,5,3.4646619999999997
2028,7,6,4.655723999999999
2028,7,7,36.39974
2028,7,8,172.3106
2028,7,9,39.169720000000005
2028,7,10,2.589269
2028,7,11,0.40897250000000007
2028,7,12,2.8966099999999995
2028,8,1,0.5927572999999999
2028,8,2,0.15650150000000002
2028,8,3,313.4745
2028,8,4,303.1375
2028,8,5,2.138029
2028,8,6,2.690023
2028,8,7,94.29718000000001
2028,8,8,281.7636
2028,8,9,41.06181
2028,8,10,3.761879
2028,8,11,12.959280000000001
2028,8,12,2.828112
2029,1,1,59.557719999999996
2029,1,2,2.217899
2029,1,3,7.391735
2029,1,4,5.377581999999999
2029,1,5,0.7988578
2029,1,6,2.279635
2029,1,7,0
2029,1,8,0
2029,1,9,0.2722858
2029,1,10,0.9058716000000001
2029,1,11,0.01435041
2029,1,12,0.0069649659999999995
2029,2,1,73.23536999999999
2029,2,2,16.293870000000002
2029,2,3,40.856759999999994
2029,2,4,33.21987
2029,2,5,6.412626
2029,2,6,18.84617
2029,2,7,0
2029,2,8,0.08962988
2029,2,9,3.724085
2029,2,10,5.509731
2029,2,11,0.2969280000000001
2029,2,12,0.27702140000000003
2029,3,1,59.04759
2029,3,2,42.51965
2029,3,3,251.34120000000001
2029,3,4,159.4838
2029,3,5,36.166380000000004
2029,3,6,96.0943
2029,3,7,0.054250080000000006
2029,3,8,4.416777000000001
2029,3,9,41.19532000000001
2029,3,10,44.48552
2029,3,11,2.928276
2029,3,12,17.51368
2029,4,1,8.670033
2029,4,2,28.97865
2029,4,3,368.84470000000005
2029,4,4,267.2342
2029,4,5,45.85475999999999
2029,4,6,123.2981
2029,4,7,0.17722790000000002
2029,4,8,27.743519999999997
2029,4,9,81.36885
2029,4,10,61.43681
2029,4,11,5.095135999999999
2029,4,12,46.45123999999999
2029,5,1,7.922934999999999
2029,5,2,11.83779
2029,5,3,623.9539
2029,5,4,423.69280000000003
2029,5,5,28.159460000000003
2029,5,6,130.5118
2029,5,7,2.313287
2029,5,8,142.4158
2029,5,9,108.8433
2029,5,10,67.32200999999999
2029,5,11,5.108949
2029,5,12,69.73862000000001
2029,6,1,2.3898699999999997
